family,M,N,K,q_dtype_w,prod_default_us,prod_default_tflops,origami_kernelId,origami_us,origami_tflops,origami_correct,origami_err_ratio,origami_pred_cycles,winner,origami_speedup_vs_prod,sweep_best_us,origami_frac_of_oracle
a8w8_blockscale,448,2048,4096,,28.2606,265.96,18,16.6817,450.57,True,0.0,27024.42,origami,1.694,,
a8w8_blockscale,56,2048,7168,,26.8366,61.27,8,20.9005,78.67,True,0.0,25537.05,origami,1.284,,
a8w8_blockscale,7,2240,3072,,17.7097,5.44,,,,,,,,,,
a8w8_blockscale,1234,2240,9216,,222.2714,229.22,0,59.7066,853.32,True,0.0,125796.0,origami,3.723,,
a8w8_blockscale,15,2304,9216,,33.1274,19.23,,,,,,,,,,
a8w8_blockscale,1280,2560,2048,,43.2836,310.09,0,18.4604,727.06,True,0.0,30803.06,origami,2.345,,
a8w8_blockscale,24576,2560,4096,,1341.8968,384.08,0,342.4567,1505.0,True,0.0,849331.75,origami,3.918,,
a8w8_blockscale,160,2560,5120,,19.8631,211.16,13,18.7711,223.44,True,0.0,27071.89,origami,1.058,,
a8w8_blockscale,2560,2560,16384,,588.834,364.7,0,167.3849,1282.96,True,0.0,417676.47,origami,3.518,,
a8w8_blockscale,9,2624,6144,,33.6514,8.62,,,,,,,,,,
a8w8_blockscale,6,3072,3072,,12.5349,9.03,,,,,,,,,,
a8w8_blockscale,11,3072,3072,,12.3202,16.85,,,,,,,,,,
a8w8_blockscale,32,3584,8192,,29.394,63.93,,,,,,,,,,
a8w8_blockscale,112,3584,8192,,29.5993,222.19,12,37.9835,173.15,True,0.0,44589.3,prod_default,0.779,,
a8w8_blockscale,56,4096,128,,11.2216,5.23,6,7.2268,8.13,True,0.0,1908.88,origami,1.553,,
a8w8_blockscale,192,4096,384,,11.0589,54.61,3,6.5641,92.01,True,0.0,4203.01,origami,1.685,,
a8w8_blockscale,12288,4096,384,,123.3026,313.49,0,69.1468,559.02,True,0.0,127681.97,origami,1.783,,
a8w8_blockscale,3,4096,1280,,11.0549,2.85,,,,,,,,,,
a8w8_blockscale,32,4096,1280,,10.8682,30.87,,,,,,,,,,
a8w8_blockscale,40,4096,1280,,11.0736,37.88,8,6.8935,60.84,True,0.0,6898.27,origami,1.606,,
a8w8_blockscale,160,4096,2048,,11.7962,227.56,18,11.0616,242.67,True,0.0,16166.91,origami,1.066,,
a8w8_blockscale,640,4096,2048,,18.9524,566.55,0,18.6471,575.82,True,0.0,30343.51,origami,1.016,,
a8w8_blockscale,384,4096,5120,,50.5611,318.55,17,70.7509,227.65,True,0.0,45932.9,prod_default,0.715,,
a8w8_blockscale,3072,4096,5120,,346.3874,371.98,0,92.2153,1397.26,True,0.0,207920.38,origami,3.756,,
a8w8_blockscale,768,4096,7168,,46.0623,979.05,0,45.749,985.75,True,0.0,94126.91,origami,1.007,,
a8w8_blockscale,6000,4096,16384,,2099.7171,383.53,0,528.23,1524.54,True,0.0,1258178.6,origami,3.975,,
a8w8_blockscale,80,4352,5120,,20.0658,177.67,13,20.5618,173.39,True,0.0,30428.78,prod_default,0.976,,
a8w8_blockscale,192,4352,5120,,34.2381,249.91,18,19.9151,429.64,True,0.0,33297.95,origami,1.719,,
a8w8_blockscale,7,4352,7168,,26.2832,16.62,,,,,,,,,,
a8w8_blockscale,160,4352,7168,,45.9916,217.05,17,155.5033,64.19,True,0.0,52184.24,prod_default,0.296,,
a8w8_blockscale,1536,4608,1280,,55.7652,324.92,0,23.6018,767.71,True,0.0,43478.51,origami,2.363,,
a8w8_blockscale,10240,4608,1536,,383.2762,378.2,0,128.8321,1125.15,True,0.0,298925.1,origami,2.975,,
a8w8_blockscale,12,4608,2048,,11.0936,20.42,,,,,,,,,,
a8w8_blockscale,1500,4608,4096,,52.5385,1077.75,0,51.5651,1098.09,True,0.0,118063.16,origami,1.019,,
a8w8_blockscale,3072,4608,6144,,454.8244,382.45,0,133.6429,1301.57,True,0.0,327965.88,origami,3.403,,
a8w8_blockscale,11,4608,7168,,22.0471,32.96,,,,,,,,,,
a8w8_blockscale,28,5120,384,,10.7802,10.21,,,,,,,,,,
a8w8_blockscale,24,5120,768,,10.8002,17.48,,,,,,,,,,
a8w8_blockscale,40,5120,768,,10.8936,28.88,8,6.8188,46.13,True,0.0,4299.44,origami,1.598,,
a8w8_blockscale,3072,5120,768,,60.1853,401.41,0,32.1367,751.76,True,0.0,61587.67,origami,1.873,,
a8w8_blockscale,12,5120,1024,,11.0242,11.41,,,,,,,,,,
a8w8_blockscale,28,5120,1024,,10.8229,27.13,,,,,,,,,,
a8w8_blockscale,128,5120,1024,,10.9082,123.04,12,7.1135,188.68,True,0.0,9001.78,origami,1.533,,
a8w8_blockscale,2,5120,1280,,11.3962,2.3,,,,,,,,,,
a8w8_blockscale,6000,5120,1280,,217.1047,362.24,0,81.1924,968.6,True,0.0,178046.86,origami,2.674,,
a8w8_blockscale,4096,5120,1536,,174.0144,370.23,0,56.8786,1132.67,True,0.0,124552.13,origami,3.059,,
a8w8_blockscale,224,5120,2176,,30.9153,161.45,2,13.4216,371.88,True,0.0,26911.88,origami,2.303,,
a8w8_blockscale,49152,5120,2176,,3975.385,275.5,0,900.5593,1216.15,True,0.0,1970300.88,origami,4.414,,
a8w8_blockscale,64,5120,3200,,20.1217,104.22,7,19.6338,106.81,True,0.0,27882.7,origami,1.025,,
a8w8_blockscale,448,5120,4096,,63.5067,295.88,0,31.9367,588.37,True,0.0,60741.44,origami,1.989,,
a8w8_blockscale,10,5120,4352,,16.9164,26.34,,,,,,,,,,
a8w8_blockscale,3,5120,6400,,23.5952,8.33,,,,,,,,,,
a8w8_blockscale,48,5120,8704,,31.9887,133.74,8,24.8259,172.33,True,0.0,40367.87,origami,1.289,,
a8w8_blockscale,500,5120,12800,,189.5254,345.79,0,78.203,838.02,True,0.0,169381.64,origami,2.424,,
a8w8_blockscale,777,5120,12800,,288.3835,353.15,17,647.4245,157.3,True,0.0,348013.44,prod_default,0.445,,
a8w8_blockscale,40000,5120,12800,,13527.8503,387.56,0,4153.8811,1262.16,True,0.0,8066192.57,origami,3.257,,
a8w8_blockscale,6,5120,18432,,64.1987,17.64,,,,,,,,,,
a8w8_blockscale,1,6400,128,,11.1136,0.15,,,,,,,,,,
a8w8_blockscale,640,6400,128,,11.1282,94.23,,,,,,9342.61,,,,
a8w8_blockscale,28,6400,5120,,20.3684,90.09,,,,,,,,,,
a8w8_blockscale,160,6400,7168,,47.9023,306.46,12,31.3153,468.78,True,0.0,53994.08,origami,1.53,,
a8w8_blockscale,7,7168,256,,11.1203,2.31,,,,,,,,,,
a8w8_blockscale,17,7168,384,,10.8389,8.63,,,,,,,,,,
a8w8_blockscale,333,7168,384,,10.9976,166.69,0,9.0935,201.59,True,0.0,11297.11,origami,1.209,,
a8w8_blockscale,12,7168,2176,,13.7323,27.26,,,,,,,,,,
a8w8_blockscale,24,7168,2176,,13.903,53.85,,,,,,,,,,
a8w8_blockscale,384,7168,2176,,57.5026,208.32,0,18.3297,653.52,True,0.0,32013.94,origami,3.137,,
a8w8_blockscale,5,7168,2304,,11.2816,14.64,,,,,,,,,,
a8w8_blockscale,33,7168,2304,,10.8962,100.03,7,10.0029,108.97,True,0.0,21633.25,origami,1.089,,
a8w8_blockscale,333,7168,4608,,51.4664,427.43,0,32.4807,677.27,True,0.0,69108.0,origami,1.585,,
a8w8_blockscale,7,7168,16384,,47.9384,34.3,,,,,,,,,,
a8w8_blockscale,896,7168,18432,,193.6762,1222.45,0,188.9267,1253.18,True,0.0,468415.18,origami,1.025,,
a8w8_blockscale,1536,7168,18432,,281.8594,1439.99,0,283.5874,1431.21,True,0.0,702622.76,prod_default,0.994,,
a8w8_blockscale,320,8192,1280,,21.5791,310.99,0,13.9176,482.19,True,0.0,23453.46,origami,1.55,,
a8w8_blockscale,17,8192,5120,,19.8164,71.96,,,,,,,,,,
a8w8_blockscale,1536,8192,5120,,337.9192,381.3,0,92.054,1399.71,True,0.0,207920.38,origami,3.671,,
a8w8_blockscale,5120,8192,5120,,1110.5531,386.74,0,289.5155,1483.5,True,0.0,693067.93,origami,3.836,,
a8w8_blockscale,24,8704,128,,11.2189,4.77,,,,,,,,,,
a8w8_blockscale,14,8704,1280,,10.9122,28.59,,,,,,,,,,
a8w8_blockscale,1,8704,3072,,13.2283,4.04,,,,,,,,,,
a8w8_blockscale,80,8704,3072,,24.8032,172.49,12,17.4657,244.95,True,0.0,27465.75,origami,1.42,,
a8w8_blockscale,1280,8704,5120,,318.9815,357.65,0,90.6939,1257.91,True,0.0,207920.38,origami,3.517,,
a8w8_blockscale,2048,8704,5120,,476.1289,383.38,0,142.6017,1280.04,True,0.0,346533.97,origami,3.339,,
a8w8_blockscale,5,9216,2048,,11.4109,16.54,,,,,,,,,,
a8w8_blockscale,11,9216,2048,,10.9936,37.77,,,,,,,,,,
a8w8_blockscale,2560,9216,2048,,254.3641,379.92,0,81.4271,1186.79,True,0.0,187516.58,origami,3.124,,
a8w8_blockscale,448,9216,4096,,50.8117,665.65,14,46.3516,729.7,True,0.0,65744.71,origami,1.096,,
a8w8_blockscale,768,9216,7168,,82.0911,1236.05,0,80.6844,1257.6,True,0.0,189352.29,origami,1.017,,
a8w8_blockscale,1280,11264,512,,33.7967,436.85,0,27.3966,538.9,True,0.0,48902.99,origami,1.234,,
a8w8_blockscale,28,12288,2048,,11.9136,118.29,,,,,,,,,,
a8w8_blockscale,1,12288,8192,,29.946,6.72,,,,,,,,,,
a8w8_blockscale,32,12800,6400,,24.1419,217.17,,,,,,,,,,
a8w8_blockscale,768,12800,6400,,335.3872,375.18,0,101.2435,1242.84,True,0.0,255487.92,origami,3.313,,
a8w8_blockscale,1536,12800,6400,,661.6248,380.36,0,166.3329,1512.98,True,0.0,425813.19,origami,3.978,,
a8w8_blockscale,28,14336,512,,11.1149,36.98,,,,,,,,,,
a8w8_blockscale,1234,14336,512,,41.0156,441.67,0,33.5954,539.22,True,0.0,66459.18,origami,1.221,,
a8w8_blockscale,4096,14336,512,,122.5853,490.51,0,84.3685,712.7,True,0.0,171160.48,origami,1.453,,
a8w8_blockscale,10000,14336,512,,301.8518,486.33,0,232.7223,630.8,True,0.0,446785.95,origami,1.297,,
a8w8_blockscale,2,14336,3072,,13.627,12.93,,,,,,,,,,
a8w8_blockscale,56,14336,3072,,22.9258,215.15,4,17.6097,280.1,True,0.0,45440.73,origami,1.302,,
a8w8_blockscale,1280,16384,512,,35.9688,597.04,0,35.1154,611.55,True,0.0,61128.74,origami,1.024,,
a8w8_blockscale,1234,17408,5120,,592.446,371.29,0,176.4238,1246.83,True,0.0,430978.26,origami,3.358,,
a8w8_blockscale,3000,17408,5120,,1391.4939,384.32,0,380.7975,1404.35,True,0.0,920982.4,origami,3.654,,
a8w8_blockscale,14,20480,1536,,11.5443,76.3,,,,,,,,,,
a8w8_blockscale,128,20480,8704,,140.8803,323.92,12,97.2048,469.46,True,0.0,194547.04,origami,1.449,,
a8w8_blockscale,3000,20480,8704,,2783.845,384.2,0,799.0864,1338.46,True,0.0,1739560.21,origami,3.484,,
a8w8_blockscale,1536,24576,1536,,117.2345,989.16,0,119.3266,971.82,True,0.0,224193.83,prod_default,0.982,,
a8w8_blockscale,640,25600,5120,,486.4184,344.91,0,125.188,1340.16,True,0.0,277227.17,origami,3.886,,
a8w8_blockscale,1536,32768,512,,72.9202,706.79,0,72.7576,708.37,True,0.0,146708.98,origami,1.002,,
a8w8_blockscale,56,32768,768,,11.6563,241.81,4,9.9442,283.44,True,0.0,25307.56,origami,1.172,,
a8w8_blockscale,48,32768,8704,,88.5979,309.04,7,88.2232,310.35,True,0.0,178382.28,origami,1.004,,
a8w8_blockscale,768,32768,18432,,2464.9221,376.37,0,801.3279,1157.72,True,0.0,1405245.53,origami,3.076,,
a8w8_blockscale,1280,32768,18432,,4138.1129,373.65,0,1351.9758,1143.65,True,0.0,2342075.88,origami,3.061,,
a8w8_blockscale,7,36864,7168,,64.404,57.44,,,,,,,,,,
a8w8_blockscale,12,36864,7168,,62.7867,101.01,,,,,,,,,,
