M,N,K,kernelId,tile_MxNxK,xdl,wave,pipe,splitK,us,tflops,errRatio,status,name
448,2048,1024,14,64x256x128,32x32,2x2,intrawave_v1,0,24.867,75.6,0.0,ok,a8w8_blockscale_1x128x128_256x64x256x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1
448,2048,1024,15,64x128x128,32x32,2x1,intrawave_v1,0,20.715,90.7,0.0,ok,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1
448,2048,1024,16,64x64x128,32x32,1x1,intrawave_v1,0,17.507,107.3,0.0,ok,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1
448,2048,1024,17,64x128x256,32x32,2x1,intrawave_v1,0,22.606,83.1,0.0,ok,a8w8_blockscale_1x128x128_256x64x128x256_16x16_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1
448,2048,1024,18,64x64x256,32x32,1x1,intrawave_v1,0,15.952,117.8,0.0,ok,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1
896,2048,1024,0,128x128x128,32x32,2x2,intrawave_v3,0,21.566,174.3,0.0,ok,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3
896,2048,1024,1,128x64x128,32x32,2x1,intrawave_v3,0,18.811,199.8,0.0,ok,a8w8_blockscale_1x128x128_256x128x64x128_16x16_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3
896,2048,1024,2,64x128x128,32x32,1x2,intrawave_v3,0,17.36,216.5,0.0,ok,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3
896,2048,1024,3,64x64x128,32x32,1x1,intrawave_v3,0,17.736,211.9,0.0,ok,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3
896,2048,1024,4,16x256x128,16x16,1x4,intrawave_v1,0,20.915,179.7,0.0,ok,a8w8_blockscale_1x128x128_256x16x256x128_8x16_16x16_1x4_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1
896,2048,1024,5,16x128x128,16x16,1x2,intrawave_v1,0,22.416,167.7,0.0,ok,a8w8_blockscale_1x128x128_256x16x128x128_8x16_16x16_1x2_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1
896,2048,1024,6,16x64x128,16x16,1x1,intrawave_v1,0,24.051,156.3,0.0,ok,a8w8_blockscale_1x128x128_256x16x64x128_8x16_16x16_1x1_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1
896,2048,1024,7,16x128x256,16x16,1x2,intrawave_v1,0,23.056,163.0,0.0,ok,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1
896,2048,1024,8,16x64x256,16x16,1x1,intrawave_v1,0,24.446,153.7,0.0,ok,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1
896,2048,1024,9,32x256x128,32x32,1x2,intrawave_v1,0,21.499,174.8,0.0,ok,a8w8_blockscale_1x128x128_256x32x256x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1
896,2048,1024,10,32x128x128,32x32,1x1,intrawave_v1,0,23.982,156.7,0.0,ok,a8w8_blockscale_1x128x128_256x32x128x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1
896,2048,1024,11,32x64x128,16x16,2x1,intrawave_v1,0,29.16,128.9,0.0,ok,a8w8_blockscale_1x128x128_256x32x64x128_16x16_16x16_2x1_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1
896,2048,1024,12,32x128x256,32x32,1x1,intrawave_v1,0,20.76,181.0,0.0,ok,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1
896,2048,1024,13,32x64x256,16x16,2x1,intrawave_v1,0,22.118,169.9,0.0,ok,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1
896,2048,1024,14,64x256x128,32x32,2x2,intrawave_v1,0,25.472,147.5,0.0,ok,a8w8_blockscale_1x128x128_256x64x256x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1
896,2048,1024,15,64x128x128,32x32,2x1,intrawave_v1,0,21.59,174.1,0.0,ok,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1
896,2048,1024,16,64x64x128,32x32,1x1,intrawave_v1,0,22.952,163.7,0.0,ok,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1
896,2048,1024,17,64x128x256,32x32,2x1,intrawave_v1,0,24.203,155.3,0.0,ok,a8w8_blockscale_1x128x128_256x64x128x256_16x16_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1
896,2048,1024,18,64x64x256,32x32,1x1,intrawave_v1,0,18.944,198.4,0.0,ok,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1
