family,gfx,M,N,K,q_dtype_w,prod_us,prod_tflops,prod_bw,prod_status,origami_kernelId,origami_kernelName,origami_splitK,origami_us,origami_tflops,origami_status,origami_err_ratio,origami_correct,winner,origami_speedup_vs_prod,sweep_best_kernelId,sweep_best_kernelName,sweep_best_us,sweep_best_tflops,sweep_status
a8w8,gfx950,10,768,256,torch.float8_e4m3fn,13.3523,0.29,16.07,ok,,,,,,error:RuntimeError:This GEMM is not supported!,,,,,,,,,
a8w8,gfx950,8,768,896,torch.int8,13.2909,0.83,53.24,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,9.1562,1.2,ok,0.0,True,origami,1.452,,,,,
a8w8,gfx950,5,768,6784,torch.int8,13.6683,3.81,384.23,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,14.3296,3.64,ok,0.0,True,prod_default,0.954,,,,,
a8w8,gfx950,24576,768,6784,torch.int8,280.1337,914.16,748.51,ok,39,a8w8_rowwise_256x224x256x128_16x16_7x8_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,269.1457,951.48,ok,0.0,True,origami,1.041,,,,,
a8w8,gfx950,7,768,19968,torch.int8,32.134,6.68,481.92,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,37.7235,5.69,ok,0.0,True,prod_default,0.852,,,,,
a8w8,gfx950,17,768,19968,torch.int8,32.0887,16.25,489.3,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,38.0461,13.7,ok,0.0,True,prod_default,0.843,,,,,
a8w8,gfx950,2560,768,19968,torch.int8,361.793,217.02,194.55,ok,37,a8w8_rowwise_256x256x256x128_16x16_8x8_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,850.6767,92.3,ok,0.0,True,prod_default,0.425,,,,,
a8w8,gfx950,4,800,4096,torch.float8_e4m3fn,13.4149,1.95,245.96,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,9.8202,2.67,ok,0.0,True,origami,1.366,,,,,
a8w8,gfx950,10,800,4096,torch.int8,13.3416,4.91,249.88,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,9.4749,6.92,ok,0.0,True,origami,1.408,,,,,
a8w8,gfx950,11,800,4096,torch.float8_e4m3fn,13.6523,5.28,244.61,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,10.0269,7.19,ok,0.0,True,origami,1.362,,,,,
a8w8,gfx950,17,800,4096,torch.float8_e4m3fn,13.9723,7.97,241.45,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,10.2682,10.85,ok,0.0,True,origami,1.361,,,,,
a8w8,gfx950,16384,800,5120,torch.float8_e4m3fn,78.6683,1706.12,1451.62,ok,2,a8w8_rowwise_256x256x224x128_32x32_2x7_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,0,71.0588,1888.83,ok,0.0,True,origami,1.107,,,,,
a8w8,gfx950,7,800,25600,torch.int8,38.2421,7.5,540.51,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,48.1823,5.95,ok,0.0,True,prod_default,0.794,,,,,
a8w8,gfx950,15,1024,768,torch.int8,13.5856,1.74,61.0,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,9.2202,2.56,ok,0.0,True,origami,1.473,,,,,
a8w8,gfx950,640,1024,3584,torch.float8_e4m3fn,18.3697,255.73,396.01,ok,23,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,0,9.5629,491.24,ok,0.0,True,origami,1.921,,,,,
a8w8,gfx950,24,1024,8192,torch.float8_e4m3fn,16.3657,24.6,527.59,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,18.1017,22.24,mismatch(err=0.1661),0.16606,False,,,,,,,
a8w8,gfx950,14,1280,3200,torch.int8,13.303,8.62,313.96,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,9.2389,12.41,ok,0.0,True,origami,1.44,,,,,
a8w8,gfx950,3072,1280,8192,torch.int8,46.825,1375.86,929.33,ok,37,a8w8_rowwise_256x256x256x128_16x16_8x8_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,363.4195,177.27,ok,0.0,True,prod_default,0.129,,,,,
a8w8,gfx950,11,1280,13312,torch.int8,21.2965,17.6,808.3,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,26.3072,14.25,ok,0.0,True,prod_default,0.81,,,,,
a8w8,gfx950,2560,1792,640,torch.int8,16.1963,362.55,738.46,ok,17,a8w8_rowwise_256x64x224x128_16x16_2x7_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,0,15.3323,382.98,ok,0.0,True,origami,1.056,,,,,
a8w8,gfx950,3072,1792,7424,torch.int8,89.8699,909.52,524.32,ok,17,a8w8_rowwise_256x64x224x128_16x16_2x7_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,0,74.5109,1097.0,ok,0.0,True,origami,1.206,,,,,
a8w8,gfx950,9,1920,6784,torch.float8_e4m3fn,13.6363,17.19,962.21,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,14.8203,15.82,ok,0.0,True,prod_default,0.92,,,,,
a8w8,gfx950,16,1920,6784,torch.int8,13.3216,31.29,990.52,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,10.4722,39.8,ok,0.0,True,origami,1.272,,,,,
a8w8,gfx950,2560,2304,128,torch.int8,14.5976,103.44,850.76,ok,,,,,,error:RuntimeError:This GEMM is not supported!,,,,,,,,,
a8w8,gfx950,1280,2304,3200,torch.int8,44.4209,424.9,390.97,ok,17,a8w8_rowwise_256x64x224x128_16x16_2x7_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,0,26.3886,715.25,ok,0.0,True,origami,1.683,,,,,
a8w8,gfx950,20,2304,16384,torch.float8_e4m3fn,25.2965,59.69,1508.85,ok,36,a8w8_rowwise_256x128x128x64_32x32_2x2_4x64x1_4x64x1_1x32x1x8_8x8x1_1x1_intrawave_v4,0,86.9898,17.36,ok,0.0,True,prod_default,0.291,,,,,
a8w8,gfx950,300,2304,16384,torch.float8_e4m3fn,35.8994,630.91,1226.94,ok,16,a8w8_rowwise_256x64x256x128_32x32_1x4_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v3,0,80.7137,280.61,ok,0.0,True,prod_default,0.445,,,,,
a8w8,gfx950,3072,2304,16384,torch.int8,164.0581,1413.7,623.17,ok,39,a8w8_rowwise_256x224x256x128_16x16_7x8_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,310.1823,747.72,ok,0.0,True,prod_default,0.529,,,,,
a8w8,gfx950,512,2560,640,torch.float8_e4m3fn,13.2216,126.89,346.97,ok,45,a8w8_rowwise_256x128x64x128_32x32_2x1_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v3,0,8.8362,189.87,ok,0.0,True,origami,1.496,,,,,
a8w8,gfx950,7,2560,8192,torch.float8_e4m3fn,14.1603,20.73,1487.59,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,18.1377,16.19,ok,0.0,True,prod_default,0.781,,,,,
a8w8,gfx950,10,2560,8192,torch.float8_e4m3fn,14.383,29.16,1467.34,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,18.1324,23.13,ok,0.0,True,prod_default,0.793,,,,,
a8w8,gfx950,13,3584,8192,torch.int8,14.263,53.52,2072.49,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,18.5124,41.24,ok,0.0,True,prod_default,0.77,,,,,
a8w8,gfx950,28,3584,8192,torch.int8,14.451,113.78,2061.47,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,18.1324,90.68,ok,0.0,True,prod_default,0.797,,,,,
a8w8,gfx950,8,4608,7424,torch.int8,17.0017,32.19,2019.97,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,17.3124,31.62,ok,0.0,True,prod_default,0.982,,,,,
a8w8,gfx950,16,4608,7424,torch.int8,14.9203,73.37,2310.68,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,14.875,73.59,ok,0.0,True,origami,1.003,,,,,
a8w8,gfx950,2560,4608,7424,torch.float8_e4m3fn,118.1317,1482.7,650.19,ok,3,a8w8_rowwise_256x256x192x128_32x32_4x3_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v3,0,80.8736,2165.78,ok,0.0,True,origami,1.461,,,,,
a8w8,gfx950,49152,4608,16384,torch.int8,4734.4737,1567.59,281.72,ok,37,a8w8_rowwise_256x256x256x128_16x16_8x8_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,11155.9784,665.27,ok,0.0,True,prod_default,0.424,,,,,
a8w8,gfx950,40,5120,640,torch.float8_e4m3fn,14.343,18.28,258.8,ok,61,a8w8_rowwise_128x16x64x128_16x16_1x2_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v2,0,8.9255,29.37,ok,0.0,True,origami,1.607,,,,,
a8w8,gfx950,320,5120,640,torch.float8_e4m3fn,13.4096,156.39,504.0,ok,46,a8w8_rowwise_256x64x128x128_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v3,0,8.6535,242.35,ok,0.0,True,origami,1.55,,,,,
a8w8,gfx950,12,5120,1280,torch.int8,13.3456,11.79,501.43,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,9.2349,17.03,ok,0.0,True,origami,1.445,,,,,
a8w8,gfx950,40,5120,1280,torch.int8,13.3269,39.34,526.33,ok,61,a8w8_rowwise_128x16x64x128_16x16_1x2_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v2,0,9.0975,57.63,ok,0.0,True,origami,1.465,,,,,
a8w8,gfx950,17,5120,5120,torch.int8,13.4563,66.24,1967.52,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,13.0656,68.22,ok,0.0,True,origami,1.03,,,,,
a8w8,gfx950,10240,5120,6400,torch.float8_e4m3fn,345.4672,1942.55,588.08,ok,2,a8w8_rowwise_256x256x224x128_32x32_2x7_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,0,327.5842,2048.6,ok,0.0,True,origami,1.055,,,,,
a8w8,gfx950,64,5120,8192,torch.int8,37.4488,143.36,1151.51,ok,32,a8w8_rowwise_256x16x192x256_16x16_1x3_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v3,0,31.0153,173.1,ok,0.0,True,origami,1.207,,,,,
a8w8,gfx950,5,5120,19968,torch.int8,41.5302,24.62,2465.37,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,42.3875,24.12,ok,0.0,True,prod_default,0.98,,,,,
a8w8,gfx950,10000,5120,19968,torch.float8_e4m3fn,1337.0745,1529.25,302.39,ok,39,a8w8_rowwise_256x224x256x128_16x16_7x8_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,1352.4656,1511.85,ok,0.0,True,prod_default,0.989,,,,,
a8w8,gfx950,2,5120,25600,torch.float8_e4m3fn,40.3902,12.98,3246.92,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,58.1505,9.02,ok,0.0,True,prod_default,0.695,,,,,
a8w8,gfx950,384,5120,25600,torch.float8_e4m3fn,89.1205,1129.52,1625.15,ok,8,a8w8_rowwise_256x128x256x128_32x32_2x4_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v3,0,927.146,108.57,ok,0.0,True,prod_default,0.096,,,,,
a8w8,gfx950,20,6400,1024,torch.int8,13.3803,19.59,510.46,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,9.1069,28.79,ok,0.0,True,origami,1.469,,,,,
a8w8,gfx950,24,6400,1024,torch.int8,13.5616,23.2,507.71,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,9.3069,33.8,ok,0.0,True,origami,1.457,,,,,
a8w8,gfx950,64,6400,1024,torch.int8,13.4096,62.56,554.7,ok,33,a8w8_rowwise_256x16x128x256_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,0,8.8722,94.55,ok,0.0,True,origami,1.511,,,,,
a8w8,gfx950,1280,6400,1024,torch.int8,25.8179,649.83,939.21,ok,40,a8w8_rowwise_256x256x224x128_16x16_8x7_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,0,42.0862,398.64,ok,0.0,True,prod_default,0.613,,,,,
a8w8,gfx950,3,6400,5120,torch.int8,13.2523,14.84,2476.69,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,12.5576,15.66,ok,0.0,True,origami,1.055,,,,,
a8w8,gfx950,5,6400,5120,torch.int8,13.775,23.79,2385.31,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,12.6229,25.96,ok,0.0,True,origami,1.091,,,,,
a8w8,gfx950,56,6400,5120,torch.int8,14.055,261.12,2402.82,ok,33,a8w8_rowwise_256x16x128x256_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,0,17.0923,214.72,ok,0.0,True,prod_default,0.822,,,,,
a8w8,gfx950,224,6400,6400,torch.int8,32.6727,561.63,1385.28,ok,26,a8w8_rowwise_256x32x192x256_16x16_1x6_16x16x1_16x16x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,33.154,553.48,ok,0.0,True,prod_default,0.985,,,,,
a8w8,gfx950,384,7168,2048,torch.float8_e4m3fn,14.9897,752.14,1399.07,ok,14,a8w8_rowwise_256x128x96x256_32x32_1x3_16x16x1_16x16x1_1x64x1x4_8x8x1_1x1_intrawave_v3,0,13.1323,858.52,ok,0.0,True,origami,1.141,,,,,
a8w8,gfx950,448,7168,8192,torch.float8_e4m3fn,64.144,820.24,1072.79,ok,12,a8w8_rowwise_256x128x128x256_32x32_2x2_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,0,111.3237,472.62,ok,0.0,True,prod_default,0.576,,,,,
a8w8,gfx950,3,7424,768,torch.float8_e4m3fn,13.5976,2.52,422.76,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,9.0309,3.79,ok,0.0,True,origami,1.506,,,,,
a8w8,gfx950,100,7424,768,torch.int8,13.5083,84.42,537.69,ok,27,a8w8_rowwise_256x32x160x256_16x16_1x5_16x16x1_16x16x1_1x32x1x8_4x4x1_1x1_intrawave_v3,0,8.8002,129.58,ok,0.0,True,origami,1.535,,,,,
a8w8,gfx950,10000,7424,768,torch.float8_e4m3fn,130.3414,874.88,1241.83,ok,1,a8w8_rowwise_256x256x256x128_32x32_4x4_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v3,0,137.8016,827.51,ok,0.0,True,prod_default,0.946,,,,,
a8w8,gfx950,9,7424,8192,torch.int8,18.9724,57.7,3216.5,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,19.7164,55.52,ok,0.0,True,prod_default,0.962,,,,,
a8w8,gfx950,7,8192,2048,torch.int8,13.5696,17.31,1245.89,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,9.1842,25.57,ok,0.0,True,origami,1.477,,,,,
a8w8,gfx950,65536,8192,2048,torch.int8,1630.4303,1348.74,751.17,ok,37,a8w8_rowwise_256x256x256x128_16x16_8x8_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,3532.2011,622.56,ok,0.0,True,prod_default,0.462,,,,,
a8w8,gfx950,48,8192,7168,torch.float8_e4m3fn,16.623,339.12,3600.47,ok,33,a8w8_rowwise_256x16x128x256_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v3,0,17.0563,330.5,ok,0.0,True,prod_default,0.975,,,,,
a8w8,gfx950,448,8192,7168,torch.float8_e4m3fn,59.6572,881.93,1161.16,ok,12,a8w8_rowwise_256x128x128x256_32x32_2x2_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,0,100.3435,524.33,ok,0.0,True,prod_default,0.595,,,,,
a8w8,gfx950,12288,8192,7168,torch.int8,678.8143,2125.93,512.85,ok,37,a8w8_rowwise_256x256x256x128_16x16_8x8_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,1928.5659,748.28,ok,0.0,True,prod_default,0.352,,,,,
a8w8,gfx950,24,8192,8192,torch.int8,16.103,200.04,4204.1,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,20.9418,153.82,ok,0.0,True,prod_default,0.769,,,,,
a8w8,gfx950,4,8192,28672,torch.int8,54.2851,34.61,4330.12,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,79.8897,23.52,ok,0.0,True,prod_default,0.68,,,,,
a8w8,gfx950,65536,8192,28672,torch.int8,21823.5881,1410.69,146.07,ok,37,a8w8_rowwise_256x256x256x128_16x16_8x8_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,0,44987.4959,684.33,ok,0.0,True,prod_default,0.485,,,,,
a8w8,gfx950,64,8448,256,torch.int8,14.255,19.42,228.72,ok,,,,,,error:RuntimeError:This GEMM is not supported!,,,,,,,,,
a8w8,gfx950,2,8448,3584,torch.int8,13.2029,9.17,2296.35,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,9.9562,12.16,ok,0.0,True,origami,1.326,,,,,
a8w8,gfx950,32,8448,3584,torch.int8,13.3416,145.24,2318.53,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,10.7949,179.51,ok,0.0,True,origami,1.236,,,,,
a8w8,gfx950,384,8448,3584,torch.float8_e4m3fn,21.7071,1071.22,1757.12,ok,12,a8w8_rowwise_256x128x128x256_32x32_2x2_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,0,44.765,519.45,ok,0.0,True,prod_default,0.485,,,,,
a8w8,gfx950,1024,8448,3584,torch.float8_e4m3fn,61.7626,1003.98,829.78,ok,4,a8w8_rowwise_256x256x160x128_32x32_2x5_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,0,39.5648,1567.27,ok,0.0,True,origami,1.561,,,,,
a8w8,gfx950,3,9216,896,torch.int8,13.1763,3.76,631.1,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,9.2655,5.35,ok,0.0,True,origami,1.422,,,,,
a8w8,gfx950,5,9216,896,torch.float8_e4m3fn,13.3643,6.18,625.11,ok,58,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_intrawave_v2,0,9.2122,8.96,ok,0.0,True,origami,1.451,,,,,
