M,N,K,o_kid,hint_mode,o_us,o_slow,oracle_kid,oracle_us,prod_kid,prod_lib,prod_is_default,prod_us,prod_slow,default_us,default_slow,o_vs_default,o_vs_prod,n_ok
7744,512,7168,0,base,63.861,1.0045,2,63.576,0,ck,0,63.861,1.0045,167.966,2.6419,0.3802,1.0,19
8516,512,7168,17,base,343.703,4.1388,2,83.045,0,ck,0,92.453,1.1133,187.93,2.263,1.8289,3.7176,19
8577,512,7168,17,base,344.351,4.1174,2,83.633,0,ck,0,94.069,1.1248,188.258,2.251,1.8291,3.6606,19
8766,512,7168,17,base,343.087,4.0594,2,84.517,0,ck,0,94.277,1.1155,188.582,2.2313,1.8193,3.6391,19
9110,512,7168,17,base,340.435,4.0533,2,83.989,0,ck,0,94.528,1.1255,188.446,2.2437,1.8065,3.6014,19
9307,512,7168,17,base,342.879,3.9869,2,86.001,0,ck,0,95.565,1.1112,206.426,2.4003,1.661,3.5879,19
9454,512,7168,17,base,343.403,4.0349,2,85.109,0,ck,0,95.393,1.1208,207.534,2.4385,1.6547,3.5999,19
9611,512,7168,17,base,344.311,4.0545,2,84.921,0,ck,0,94.777,1.1161,208.174,2.4514,1.654,3.6329,19
9793,512,7168,17,base,344.527,4.0714,2,84.621,0,ck,0,95.113,1.124,207.874,2.4565,1.6574,3.6223,19
9875,512,7168,17,base,342.183,4.0504,2,84.481,0,ck,0,95.213,1.127,208.754,2.471,1.6392,3.5939,19
9944,512,7168,17,base,342.715,4.0418,2,84.793,0,ck,0,94.669,1.1165,207.506,2.4472,1.6516,3.6201,19
10096,512,7168,17,base,341.555,4.0139,2,85.093,0,ck,0,94.537,1.111,206.73,2.4295,1.6522,3.6129,19
10147,512,7168,17,base,339.875,3.9906,2,85.169,0,ck,0,93.453,1.0973,209.302,2.4575,1.6239,3.6369,19
10414,512,7168,17,base,340.655,4.0041,2,85.077,0,ck,0,94.465,1.1104,226.346,2.6605,1.505,3.6062,19
10418,512,7168,17,base,341.311,3.9908,2,85.525,0,ck,0,96.089,1.1235,227.354,2.6583,1.5012,3.552,19
10543,512,7168,17,base,340.751,4.0101,2,84.973,0,ck,0,94.765,1.1152,225.978,2.6594,1.5079,3.5958,19
10633,512,7168,17,base,340.471,3.9656,2,85.857,0,ck,0,93.921,1.0939,227.23,2.6466,1.4984,3.6251,19
10768,512,7168,17,base,341.731,3.9481,2,86.557,0,ck,0,94.749,1.0946,226.298,2.6144,1.5101,3.6067,19
10958,512,7168,17,base,340.315,3.9961,2,85.161,0,ck,0,94.493,1.1096,226.802,2.6632,1.5005,3.6015,19
11028,512,7168,17,base,340.875,3.9164,2,87.037,0,ck,0,95.913,1.102,228.194,2.6218,1.4938,3.554,19
11035,512,7168,17,base,340.399,3.9788,2,85.553,0,ck,0,95.029,1.1108,227.146,2.655,1.4986,3.5821,19
11231,512,7168,17,base,339.775,3.9085,2,86.933,0,ck,0,95.969,1.1039,227.97,2.6224,1.4904,3.5405,19
11431,512,7168,17,base,341.195,3.8992,2,87.505,0,ck,0,94.985,1.0855,247.43,2.8276,1.379,3.5921,19
11577,512,7168,17,base,341.135,3.8784,2,87.957,0,ck,0,94.477,1.0741,245.814,2.7947,1.3878,3.6108,19
11652,512,7168,17,base,341.743,3.8896,2,87.861,0,ck,0,94.337,1.0737,246.018,2.8001,1.3891,3.6226,19
11701,512,7168,17,base,341.187,3.8108,2,89.533,0,ck,0,95.133,1.0625,247.41,2.7634,1.379,3.5864,19
11885,512,7168,17,base,341.895,3.8681,2,88.388,0,ck,0,94.465,1.0687,246.762,2.7918,1.3855,3.6193,19
11945,512,7168,17,base,340.595,3.8719,2,87.965,0,ck,0,95.461,1.0852,246.89,2.8067,1.3795,3.5679,19
12054,512,7168,17,base,342.159,3.8348,2,89.225,0,ck,0,94.001,1.0535,247.243,2.771,1.3839,3.64,19
12132,512,7168,17,base,342.655,3.8392,2,89.253,0,ck,0,95.085,1.0653,246.61,2.7631,1.3895,3.6037,19
12204,512,7168,17,base,339.947,3.8167,2,89.069,0,ck,0,92.433,1.0378,247.306,2.7766,1.3746,3.6778,19
12687,512,7168,0,base,95.845,1.0,0,95.845,0,ck,0,95.845,1.0,266.163,2.777,0.3601,1.0,19
12890,512,7168,0,base,95.209,1.0,0,95.209,0,ck,0,95.209,1.0,266.418,2.7983,0.3574,1.0,19
13559,512,7168,0,base,95.973,1.0,0,95.973,0,ck,0,95.973,1.0,284.531,2.9647,0.3373,1.0,19
13578,512,7168,0,base,96.093,1.0,0,96.093,0,ck,0,96.093,1.0,285.291,2.9689,0.3368,1.0,19
13645,512,7168,0,base,96.257,1.0,0,96.257,0,ck,0,96.257,1.0,286.135,2.9726,0.3364,1.0,19
13997,512,7168,0,base,95.873,1.0,0,95.873,0,ck,0,95.873,1.0,286.143,2.9846,0.3351,1.0,19
14163,512,7168,0,base,97.065,1.0,0,97.065,0,ck,0,97.065,1.0,285.831,2.9447,0.3396,1.0,19
14291,512,7168,0,base,95.933,1.0,0,95.933,0,ck,0,95.933,1.0,285.955,2.9808,0.3355,1.0,19
14314,512,7168,0,base,96.433,1.0,0,96.433,0,ck,0,96.433,1.0,286.491,2.9709,0.3366,1.0,19
14729,512,7168,0,base,96.757,1.0,0,96.757,0,ck,0,96.757,1.0,304.171,3.1437,0.3181,1.0,19
16283,512,7168,0,base,97.261,1.0,0,97.261,0,ck,0,97.261,1.0,328.543,3.378,0.296,1.0,19
16725,512,7168,0,base,134.905,1.0,0,134.905,0,ck,0,134.905,1.0,342.903,2.5418,0.3934,1.0,19
16871,512,7168,0,base,135.861,1.0019,2,135.597,0,ck,0,135.861,1.0019,343.071,2.5301,0.396,1.0,19
17137,512,7168,0,base,136.229,1.0026,2,135.873,0,ck,0,136.229,1.0026,343.535,2.5284,0.3966,1.0,19
17602,512,7168,0,base,135.297,1.0,0,135.297,0,ck,0,135.297,1.0,364.984,2.6976,0.3707,1.0,19
17814,512,7168,0,base,135.457,1.0,0,135.457,0,ck,0,135.457,1.0,362.424,2.6756,0.3738,1.0,19
17821,512,7168,0,base,134.877,1.0,0,134.877,0,ck,0,134.877,1.0,368.635,2.7331,0.3659,1.0,19
18806,512,7168,0,base,136.429,1.0,0,136.429,0,ck,0,136.429,1.0,387.032,2.8369,0.3525,1.0,19
19186,512,7168,0,base,137.365,1.0,0,137.365,0,ck,0,137.365,1.0,388.572,2.8287,0.3535,1.0,19
19328,512,7168,0,base,132.221,1.0,0,132.221,0,ck,0,132.221,1.0,387.824,2.9331,0.3409,1.0,19
20146,512,7168,0,base,136.285,1.0,0,136.285,0,ck,0,136.285,1.0,407.516,2.9902,0.3344,1.0,19
20712,512,7168,0,base,138.873,1.0,0,138.873,0,ck,0,138.873,1.0,419.632,3.0217,0.3309,1.0,19
20839,512,7168,0,base,138.029,1.0,0,138.029,0,ck,0,138.029,1.0,422.34,3.0598,0.3268,1.0,19
20840,512,7168,0,base,137.885,1.0,0,137.885,0,ck,0,137.885,1.0,420.448,3.0493,0.3279,1.0,19
20929,512,7168,0,base,136.629,1.0,0,136.629,0,ck,0,136.629,1.0,420.68,3.079,0.3248,1.0,19
21713,512,7168,0,base,144.937,1.0,0,144.937,0,ck,0,144.937,1.0,449.544,3.1016,0.3224,1.0,19
22450,512,7168,0,base,138.941,1.0,0,138.941,0,ck,0,138.941,1.0,448.024,3.2246,0.3101,1.0,19
23230,512,7168,0,base,148.961,1.0,0,148.961,0,ck,0,148.961,1.0,467.788,3.1403,0.3184,1.0,19
23500,512,7168,0,base,142.557,1.0,0,142.557,0,ck,0,142.557,1.0,460.996,3.2338,0.3092,1.0,19
23742,512,7168,0,base,143.325,1.0,0,143.325,0,ck,0,143.325,1.0,478.58,3.3391,0.2995,1.0,19
25695,512,7168,0,base,183.446,1.0,0,183.446,0,ck,0,183.446,1.0,519.385,2.8313,0.3532,1.0,19
26269,512,7168,0,base,176.518,1.0,0,176.518,0,ck,0,176.518,1.0,515.797,2.9221,0.3422,1.0,19
26751,512,7168,0,base,177.954,1.0,0,177.954,0,ck,0,177.954,1.0,537.245,3.019,0.3312,1.0,19
26821,512,7168,0,base,177.91,1.0,0,177.91,0,ck,0,177.91,1.0,534.853,3.0063,0.3326,1.0,19
27989,512,7168,0,base,181.986,1.0,0,181.986,0,ck,0,181.986,1.0,555.053,3.05,0.3279,1.0,19
28250,512,7168,0,base,182.898,1.0,0,182.898,0,ck,0,182.898,1.0,556.113,3.0406,0.3289,1.0,19
28383,512,7168,0,base,183.638,1.0,0,183.638,0,ck,0,183.638,1.0,556.017,3.0278,0.3303,1.0,19
29089,512,7168,0,base,181.83,1.0,0,181.83,0,ck,0,181.83,1.0,574.361,3.1588,0.3166,1.0,19
29094,512,7168,0,base,192.766,1.0,0,192.766,0,ck,0,192.766,1.0,575.466,2.9853,0.335,1.0,19
29877,512,7168,0,base,194.162,1.0,0,194.162,0,ck,0,194.162,1.0,594.414,3.0614,0.3266,1.0,19
30527,512,7168,0,base,196.034,1.0,0,196.034,0,ck,0,196.034,1.0,594.87,3.0345,0.3295,1.0,19
30556,512,7168,0,base,201.51,1.0,0,201.51,0,ck,0,201.51,1.0,594.09,2.9482,0.3392,1.0,19
31348,512,7168,0,base,183.882,1.0,0,183.882,0,ck,0,183.882,1.0,614.502,3.3418,0.2992,1.0,19
32819,512,7168,0,base,237.182,1.0,0,237.182,,cktile,0,,,662.474,2.7931,0.358,,19
32851,512,7168,0,base,241.758,1.0,0,241.758,,cktile,0,,,665.35,2.7521,0.3634,,19
33024,512,7168,0,base,234.438,1.0,0,234.438,,cktile,0,,,661.786,2.8229,0.3543,,19
116,576,7168,8,base,29.276,1.0,8,29.276,8,ck,0,29.276,1.0,47.728,1.6303,0.6134,1.0,19
791,576,7168,18,base,40.248,1.0839,13,37.132,18,ck,0,40.248,1.0839,49.36,1.3293,0.8154,1.0,19
918,576,7168,18,base,40.844,1.0556,3,38.692,18,ck,0,40.844,1.0556,67.705,1.7498,0.6033,1.0,19
1333,576,7168,18,base,42.145,1.0761,3,39.164,18,ck,0,42.145,1.0761,67.301,1.7184,0.6262,1.0,19
1361,576,7168,18,base,41.672,1.0583,3,39.376,18,ck,0,41.672,1.0583,68.637,1.7431,0.6071,1.0,19
1707,576,7168,18,base,42.884,1.081,3,39.672,18,ck,0,42.884,1.081,95.813,2.4151,0.4476,1.0,19
1974,576,7168,17,base,339.711,7.4205,2,45.78,18,ck,0,60.817,1.3284,95.977,2.0965,3.5395,5.5858,19
2115,576,7168,17,base,393.776,8.5603,2,46.0,18,ck,0,60.493,1.315,96.513,2.0981,4.08,6.5095,19
2249,576,7168,17,base,447.632,9.6223,2,46.52,18,ck,0,61.184,1.3152,96.169,2.0672,4.6546,7.3161,19
2304,576,7168,17,base,294.227,6.4449,2,45.653,18,ck,0,56.272,1.2326,96.273,2.1088,3.0562,5.2286,19
2318,576,7168,17,base,468.417,10.1493,2,46.152,18,ck,0,60.829,1.318,96.425,2.0893,4.8578,7.7006,19
2348,576,7168,17,base,466.977,9.9305,2,47.024,18,ck,0,61.081,1.2989,96.605,2.0544,4.8339,7.6452,19
2372,576,7168,17,base,479.485,10.2052,3,46.984,18,ck,0,61.348,1.3057,96.485,2.0536,4.9695,7.8158,19
2400,576,7168,17,base,476.34,10.0927,2,47.196,18,ck,0,60.868,1.2897,97.161,2.0586,4.9026,7.8257,19
2401,576,7168,17,base,467.02,10.0685,2,46.384,18,ck,0,61.26,1.3207,96.813,2.0872,4.8239,7.6235,19
2632,576,7168,17,base,589.266,12.4917,2,47.172,18,ck,0,61.585,1.3055,120.537,2.5552,4.8887,9.5684,19
2713,576,7168,17,base,597.202,12.6696,2,47.137,18,ck,0,62.309,1.3219,120.329,2.5528,4.9631,9.5846,19
2762,576,7168,17,base,613.418,12.9795,2,47.26,18,ck,0,61.621,1.3039,119.713,2.5331,5.1241,9.9548,19
2979,576,7168,17,base,660.702,13.8256,2,47.788,18,ck,0,61.869,1.2946,121.269,2.5376,5.4482,10.6791,19
3095,576,7168,17,base,676.131,14.298,2,47.288,18,ck,0,62.749,1.3269,121.641,2.5723,5.5584,10.7752,19
3119,576,7168,17,base,678.61,14.1518,2,47.952,18,ck,0,62.777,1.3091,121.041,2.5242,5.6064,10.8099,19
3441,576,7168,1,base,54.845,1.1185,3,49.033,18,ck,0,63.857,1.3023,148.921,3.0372,0.3683,0.8589,19
3566,576,7168,1,base,54.736,1.12,3,48.872,18,ck,0,64.016,1.3099,146.853,3.0048,0.3727,0.855,19
3764,576,7168,0,base,58.929,1.0,0,58.929,18,ck,0,87.557,1.4858,146.545,2.4868,0.4021,0.673,19
3866,576,7168,0,base,59.145,1.0,0,59.145,18,ck,0,87.785,1.4842,147.385,2.492,0.4013,0.6737,19
3929,576,7168,0,base,59.193,1.0,0,59.193,18,ck,0,88.065,1.4878,146.577,2.4763,0.4038,0.6721,19
4027,576,7168,0,base,58.997,1.0,0,58.997,18,ck,0,87.009,1.4748,147.093,2.4933,0.4011,0.6781,19
4408,576,7168,0,base,59.969,1.0,0,59.969,0,ck,0,59.969,1.0,171.078,2.8528,0.3505,1.0,19
4667,576,7168,0,base,60.229,1.0,0,60.229,0,ck,0,60.229,1.0,172.022,2.8561,0.3501,1.0,19
4808,576,7168,0,base,59.88,1.0,0,59.88,0,ck,0,59.88,1.0,171.258,2.86,0.3497,1.0,19
4835,576,7168,0,base,59.945,1.0,0,59.945,0,ck,0,59.945,1.0,171.774,2.8655,0.349,1.0,19
4868,576,7168,0,base,60.633,1.0,0,60.633,0,ck,0,60.633,1.0,172.278,2.8413,0.3519,1.0,19
5063,576,7168,0,base,60.713,1.0,0,60.713,0,ck,0,60.713,1.0,196.386,3.2347,0.3091,1.0,19
5072,576,7168,0,base,60.413,1.0,0,60.413,0,ck,0,60.413,1.0,198.254,3.2817,0.3047,1.0,19
5103,576,7168,0,base,59.825,1.0,0,59.825,0,ck,0,59.825,1.0,197.514,3.3016,0.3029,1.0,19
5195,576,7168,0,base,60.797,1.0,0,60.797,0,ck,0,60.797,1.0,197.926,3.2555,0.3072,1.0,19
5274,576,7168,0,base,60.973,1.0,0,60.973,0,ck,0,60.973,1.0,196.722,3.2264,0.3099,1.0,19
5633,576,7168,0,base,61.757,1.0,0,61.757,0,ck,0,61.757,1.0,196.642,3.1841,0.3141,1.0,19
5862,576,7168,0,base,61.448,1.0,0,61.448,0,ck,0,61.448,1.0,222.522,3.6213,0.2761,1.0,19
6118,576,7168,0,base,61.909,1.0,0,61.909,0,ck,0,61.909,1.0,221.41,3.5764,0.2796,1.0,19
6154,576,7168,0,base,61.789,1.0,0,61.789,0,ck,0,61.789,1.0,223.402,3.6156,0.2766,1.0,19
6419,576,7168,0,base,63.137,1.0,0,63.137,0,ck,0,63.137,1.0,223.646,3.5423,0.2823,1.0,19
6486,576,7168,0,base,61.96,1.0,0,61.96,0,ck,0,61.96,1.0,224.19,3.6183,0.2764,1.0,19
6663,576,7168,1,base,74.401,1.0,1,74.401,0,ck,0,91.541,1.2304,247.59,3.3278,0.3005,0.8128,19
7077,576,7168,1,base,75.453,1.0,1,75.453,0,ck,0,92.409,1.2247,248.938,3.2993,0.3031,0.8165,19
7193,576,7168,18,base,112.413,1.3456,3,83.541,0,ck,0,92.201,1.1037,247.986,2.9684,0.4533,1.2192,19
7218,576,7168,18,base,112.745,1.3332,3,84.565,0,ck,0,93.105,1.101,248.934,2.9437,0.4529,1.2109,19
8448,576,7168,0,base,95.229,1.107,2,86.025,0,ck,0,95.229,1.107,302.015,3.5108,0.3153,1.0,19
8577,576,7168,0,base,93.641,1.0592,2,88.409,0,ck,0,93.641,1.0592,298.639,3.3779,0.3136,1.0,19
8897,576,7168,0,base,93.221,1.0663,2,87.425,0,ck,0,93.221,1.0663,300.335,3.4353,0.3104,1.0,19
9078,576,7168,17,base,1425.262,16.2181,2,87.881,0,ck,0,94.853,1.0793,329.547,3.7499,4.3249,15.026,19
9327,576,7168,17,base,1477.842,16.7434,2,88.264,0,ck,0,93.821,1.063,328.999,3.7274,4.4919,15.7517,19
9398,576,7168,0,base,94.677,1.071,2,88.401,0,ck,0,94.677,1.071,324.651,3.6725,0.2916,1.0,19
9444,576,7168,17,base,1491.726,16.9113,2,88.209,0,ck,0,93.465,1.0596,323.683,3.6695,4.6086,15.9603,19
9450,576,7168,17,base,1503.614,16.976,2,88.573,0,ck,0,94.057,1.0619,325.271,3.6724,4.6227,15.9862,19
9632,576,7168,0,base,94.145,1.0534,2,89.373,0,ck,0,94.145,1.0534,333.435,3.7308,0.2823,1.0,19
9633,576,7168,0,base,93.445,1.0356,2,90.233,0,ck,0,93.445,1.0356,332.007,3.6794,0.2815,1.0,19
9732,576,7168,0,base,94.481,1.0572,2,89.373,0,ck,0,94.481,1.0572,331.919,3.7139,0.2847,1.0,19
9898,576,7168,0,base,95.057,1.0,0,95.057,0,ck,0,95.057,1.0,350.619,3.6885,0.2711,1.0,19
9971,576,7168,0,base,94.925,1.0,0,94.925,0,ck,0,94.925,1.0,352.011,3.7083,0.2697,1.0,19
10219,576,7168,0,base,94.449,1.0,0,94.449,0,ck,0,94.449,1.0,351.403,3.7206,0.2688,1.0,19
10253,576,7168,0,base,94.457,1.0,0,94.457,0,ck,0,94.457,1.0,351.663,3.723,0.2686,1.0,19
10297,576,7168,0,base,94.877,1.0,0,94.877,0,ck,0,94.877,1.0,349.647,3.6853,0.2713,1.0,19
10308,576,7168,0,base,95.301,1.0,0,95.301,0,ck,0,95.301,1.0,350.363,3.6764,0.272,1.0,19
10436,576,7168,0,base,95.445,1.0,0,95.445,0,ck,0,95.445,1.0,351.783,3.6857,0.2713,1.0,19
10471,576,7168,0,base,96.541,1.0,0,96.541,0,ck,0,96.541,1.0,354.407,3.6711,0.2724,1.0,19
10546,576,7168,0,base,95.797,1.0,0,95.797,0,ck,0,95.797,1.0,358.52,3.7425,0.2672,1.0,19
10630,576,7168,0,base,95.229,1.0,0,95.229,0,ck,0,95.229,1.0,358.199,3.7615,0.2659,1.0,19
10646,576,7168,0,base,95.413,1.0,0,95.413,0,ck,0,95.413,1.0,377.776,3.9594,0.2526,1.0,19
10715,576,7168,0,base,96.581,1.0,0,96.581,0,ck,0,96.581,1.0,379.612,3.9305,0.2544,1.0,19
10977,576,7168,0,base,94.757,1.0,0,94.757,0,ck,0,94.757,1.0,377.092,3.9796,0.2513,1.0,19
11079,576,7168,0,base,96.277,1.0,0,96.277,0,ck,0,96.277,1.0,377.108,3.9169,0.2553,1.0,19
11186,576,7168,0,base,96.501,1.0,0,96.501,0,ck,0,96.501,1.0,375.496,3.8911,0.257,1.0,19
11318,576,7168,0,base,96.569,1.0,0,96.569,0,ck,0,96.569,1.0,375.332,3.8867,0.2573,1.0,19
11439,576,7168,0,base,95.229,1.0,0,95.229,0,ck,0,95.229,1.0,378.668,3.9764,0.2515,1.0,19
11693,576,7168,0,base,96.069,1.0,0,96.069,0,ck,0,96.069,1.0,406.284,4.2291,0.2365,1.0,19
11844,576,7168,0,base,97.017,1.0,0,97.017,0,ck,0,97.017,1.0,403.044,4.1544,0.2407,1.0,19
12195,576,7168,0,base,96.081,1.0,0,96.081,0,ck,0,96.081,1.0,405.52,4.2206,0.2369,1.0,19
12345,576,7168,0,base,98.041,1.0,0,98.041,0,ck,0,98.041,1.0,430.008,4.386,0.228,1.0,19
12571,576,7168,0,base,98.129,1.0,0,98.129,0,ck,0,98.129,1.0,426.488,4.3462,0.2301,1.0,19
12670,576,7168,0,base,97.765,1.0,0,97.765,0,ck,0,97.765,1.0,436.128,4.461,0.2242,1.0,19
12865,576,7168,0,base,98.845,1.0,0,98.845,0,ck,0,98.845,1.0,434.392,4.3947,0.2275,1.0,19
13565,576,7168,0,base,134.145,1.0,0,134.145,0,ck,0,134.145,1.0,460.864,3.4356,0.2911,1.0,19
13662,576,7168,0,base,133.929,1.0,0,133.929,0,ck,0,133.929,1.0,456.64,3.4096,0.2933,1.0,19
14428,576,7168,0,base,134.637,1.0,0,134.637,0,ck,0,134.637,1.0,486.385,3.6126,0.2768,1.0,19
15306,576,7168,0,base,136.517,1.0,0,136.517,0,ck,0,136.517,1.0,511.089,3.7438,0.2671,1.0,19
15791,576,7168,0,base,137.621,1.0,0,137.621,0,ck,0,137.621,1.0,533.289,3.875,0.2581,1.0,19
16391,576,7168,0,base,137.317,1.0,0,137.317,,cktile,0,,,558.733,4.0689,0.2458,,19
17033,576,7168,0,base,139.013,1.0,0,139.013,,cktile,0,,,571.809,4.1133,0.2431,,19
17173,576,7168,0,base,137.641,1.0,0,137.641,,cktile,0,,,577.566,4.1962,0.2383,,19
17471,576,7168,0,base,137.201,1.0,0,137.201,,cktile,0,,,595.602,4.3411,0.2304,,19
17565,576,7168,0,base,137.99,1.0,0,137.99,,cktile,0,,,581.065,4.2109,0.2375,,19
17580,576,7168,0,base,139.365,1.0,0,139.365,,cktile,0,,,582.186,4.1774,0.2394,,19
17664,576,7168,0,base,139.201,1.0,0,139.201,,cktile,0,,,591.37,4.2483,0.2354,,19
17828,576,7168,0,base,138.221,1.0,0,138.221,,cktile,0,,,588.014,4.2541,0.2351,,19
17911,576,7168,0,base,138.262,1.0,0,138.262,,cktile,0,,,596.261,4.3126,0.2319,,19
18068,576,7168,0,base,141.305,1.0,0,141.305,,cktile,0,,,627.37,4.4398,0.2252,,19
18257,576,7168,0,base,139.345,1.0,0,139.345,,cktile,0,,,615.53,4.4173,0.2264,,19
18447,576,7168,0,base,139.733,1.0,0,139.733,,cktile,0,,,621.538,4.448,0.2248,,19
18836,576,7168,0,base,144.661,1.0,0,144.661,,cktile,0,,,636.602,4.4006,0.2272,,19
18848,576,7168,0,base,140.662,1.0,0,140.662,,cktile,0,,,633.322,4.5025,0.2221,,19
18946,576,7168,0,base,140.637,1.0,0,140.637,,cktile,0,,,631.806,4.4925,0.2226,,19
18999,576,7168,0,base,142.217,1.0,0,142.217,,cktile,0,,,633.842,4.4569,0.2244,,19
19012,576,7168,0,base,142.218,1.0,0,142.218,,cktile,0,,,633.878,4.4571,0.2244,,19
19261,576,7168,0,base,143.385,1.0,0,143.385,,cktile,0,,,653.922,4.5606,0.2193,,19
19487,576,7168,0,base,142.493,1.0,0,142.493,,cktile,0,,,654.27,4.5916,0.2178,,19
19834,576,7168,0,base,173.158,1.0,0,173.158,,cktile,0,,,665.954,3.8459,0.26,,19
19981,576,7168,0,base,173.934,1.0,0,173.934,,cktile,0,,,673.923,3.8746,0.2581,,19
20000,576,7168,0,base,179.206,1.0,0,179.206,,cktile,0,,,675.711,3.7706,0.2652,,19
20732,576,7168,0,base,175.246,1.0,0,175.246,,cktile,0,,,699.815,3.9933,0.2504,,19
20885,576,7168,0,base,174.198,1.0,0,174.198,,cktile,0,,,702.979,4.0355,0.2478,,19
21233,576,7168,0,base,178.618,1.0,0,178.618,,cktile,0,,,707.715,3.9622,0.2524,,19
21550,576,7168,0,base,180.254,1.0,0,180.254,,cktile,0,,,710.675,3.9426,0.2536,,19
21576,576,7168,0,base,177.094,1.0,0,177.094,,cktile,0,,,716.671,4.0468,0.2471,,19
22199,576,7168,0,base,180.75,1.0,0,180.75,,cktile,0,,,756.759,4.1868,0.2388,,19
