M,N,K,o_kid,hint_mode,o_us,o_rank,o_slow,oracle_kid,oracle_us,csv_kid,csv_us,csv_slow,default_us,default_slow,n_ok
16,3072,6144,8,nt_b,25.604,1,1.0,8,25.604,8,25.604,1.0,30.384,1.1867,19
16,4096,3072,8,nt_b,18.572,1,1.0,8,18.572,8,18.572,1.0,20.44,1.1006,19
16,8192,3072,8,nt_b,18.172,1,1.0,8,18.172,6,21.768,1.1979,20.512,1.1288,19
24,2048,3072,13,nt_b,20.764,4,1.1442,8,18.148,8,18.148,1.0,21.112,1.1633,19
24,3072,3072,13,nt_b,20.732,4,1.1467,8,18.08,8,18.08,1.0,20.836,1.1524,19
24,3072,6144,13,nt_b,32.052,5,1.1899,8,26.936,8,26.936,1.0,31.504,1.1696,19
24,4096,3072,13,nt_b,20.712,4,1.1288,8,18.348,8,18.348,1.0,20.992,1.1441,19
24,8192,3072,13,nt_b,21.32,5,1.1607,8,18.368,8,18.368,1.0,21.136,1.1507,19
32,2048,3072,13,nt_b,19.944,2,1.0941,8,18.228,8,18.228,1.0,20.808,1.1415,19
32,3072,3072,13,nt_b,20.184,3,1.1289,8,17.88,8,17.88,1.0,20.16,1.1275,19
32,3072,6144,13,nt_b,30.232,2,1.1139,8,27.14,8,27.14,1.0,30.949,1.1403,19
32,4096,3072,13,nt_b,20.232,2,1.0671,8,18.96,8,18.96,1.0,23.332,1.2306,19
32,8192,3072,13,nt_b,20.7,2,1.1221,8,18.448,8,18.448,1.0,20.928,1.1344,19
40,2048,3072,8,base,18.544,1,1.0,8,18.544,8,18.544,1.0,20.84,1.1238,19
40,3072,3072,8,base,18.464,1,1.0,8,18.464,8,18.464,1.0,20.944,1.1343,19
40,3072,6144,8,base,26.98,1,1.0,8,26.98,8,26.98,1.0,31.508,1.1678,19
40,4096,3072,8,base,18.812,1,1.0,8,18.812,8,18.812,1.0,21.216,1.1278,19
40,8192,3072,7,base,21.476,2,1.0367,5,20.716,18,23.304,1.1249,21.476,1.0367,19
48,2048,3072,8,base,17.98,1,1.0,8,17.98,8,17.98,1.0,20.664,1.1493,19
48,3072,3072,8,base,18.232,1,1.0,8,18.232,8,18.232,1.0,20.972,1.1503,19
48,3072,6144,8,base,26.368,1,1.0,8,26.368,8,26.368,1.0,31.076,1.1786,19
48,4096,3072,8,base,19.452,1,1.0,8,19.452,8,19.452,1.0,20.948,1.0769,19
48,8192,3072,7,base,21.064,1,1.0,7,21.064,7,21.064,1.0,21.064,1.0,19
56,2048,3072,8,base,18.216,1,1.0,8,18.216,8,18.216,1.0,20.672,1.1348,19
56,3072,3072,8,base,18.6,1,1.0,8,18.6,8,18.6,1.0,21.416,1.1514,19
56,3072,6144,8,base,27.336,1,1.0,8,27.336,8,27.336,1.0,31.629,1.157,19
56,4096,3072,8,base,18.812,1,1.0,8,18.812,8,18.812,1.0,21.244,1.1293,19
56,8192,3072,7,base,21.352,2,1.0141,5,21.056,7,21.352,1.0141,21.352,1.0141,19
64,2048,3072,8,base,18.084,1,1.0,8,18.084,8,18.084,1.0,21.196,1.1721,19
64,3072,3072,8,base,18.512,1,1.0,8,18.512,8,18.512,1.0,20.988,1.1338,19
64,3072,6144,8,base,26.62,1,1.0,8,26.62,8,26.62,1.0,31.18,1.1713,19
64,4096,3072,8,base,18.492,1,1.0,8,18.492,8,18.492,1.0,20.972,1.1341,19
64,8192,3072,7,base,21.332,2,1.0009,13,21.312,18,21.96,1.0304,21.332,1.0009,19
72,2048,3072,8,base,18.64,1,1.0,8,18.64,8,18.64,1.0,20.756,1.1135,19
72,3072,3072,8,base,18.992,1,1.0,8,18.992,8,18.992,1.0,21.504,1.1323,19
72,3072,6144,8,base,27.608,1,1.0,8,27.608,8,27.608,1.0,31.84,1.1533,19
72,4096,3072,13,base,21.664,3,1.0099,7,21.452,7,21.452,1.0,21.452,1.0,19
72,8192,3072,12,base,24.756,3,1.0706,3,23.124,18,24.424,1.0562,30.748,1.3297,19
80,2048,3072,8,base,18.452,1,1.0,8,18.452,8,18.452,1.0,20.896,1.1325,19
80,3072,3072,8,base,18.292,1,1.0,8,18.292,8,18.292,1.0,21.032,1.1498,19
80,3072,6144,8,base,26.992,1,1.0,8,26.992,8,26.992,1.0,31.64,1.1722,19
80,4096,3072,13,base,21.756,3,1.027,7,21.184,18,23.304,1.1001,21.184,1.0,19
80,8192,3072,12,base,25.264,3,1.0543,18,23.964,18,23.964,1.0,30.841,1.2869,19
88,2048,3072,8,base,18.332,1,1.0,8,18.332,8,18.332,1.0,20.852,1.1375,19
88,3072,3072,13,base,21.572,3,1.016,7,21.232,7,21.232,1.0,21.232,1.0,19
88,3072,6144,12,base,37.328,7,1.1594,5,32.196,8,39.856,1.2379,32.228,1.001,19
88,4096,3072,13,base,22.024,2,1.0217,5,21.556,7,22.252,1.0323,22.252,1.0323,19
88,8192,3072,12,base,24.904,3,1.0585,3,23.528,18,24.744,1.0517,30.172,1.2824,19
96,2048,3072,8,base,18.572,1,1.0,8,18.572,8,18.572,1.0,21.124,1.1374,19
96,3072,3072,13,base,20.436,1,1.0,13,20.436,8,24.1,1.1793,21.26,1.0403,19
96,3072,6144,12,base,33.872,4,1.0983,13,30.84,8,38.552,1.2501,31.296,1.0148,19
96,4096,3072,13,base,20.672,1,1.0,13,20.672,7,21.56,1.043,21.56,1.043,19
96,8192,3072,12,base,23.352,1,1.0,12,23.352,18,24.064,1.0305,30.16,1.2915,19
104,2048,3072,8,base,19.136,1,1.0,8,19.136,8,19.136,1.0,21.632,1.1304,19
104,3072,3072,13,base,21.404,1,1.0,13,21.404,7,21.904,1.0234,21.904,1.0234,19
104,3072,6144,12,base,37.6,7,1.1785,7,31.904,18,35.8,1.1221,31.904,1.0,19
104,4096,3072,13,base,21.532,2,1.0084,7,21.352,7,21.352,1.0,21.352,1.0,19
104,8192,3072,12,base,25.568,3,1.0893,3,23.472,18,24.036,1.024,30.033,1.2795,19
112,2048,3072,8,base,18.464,1,1.0,8,18.464,8,18.464,1.0,20.972,1.1358,19
112,3072,3072,13,base,21.692,3,1.0316,7,21.028,8,25.4,1.2079,21.028,1.0,19
112,3072,6144,13,base,33.24,3,1.025,7,32.428,18,35.604,1.0979,32.428,1.0,19
112,4096,3072,13,base,22.528,3,1.0486,7,21.484,7,21.484,1.0,21.484,1.0,19
112,8192,3072,12,base,25.488,3,1.0831,3,23.532,18,23.64,1.0046,30.189,1.2829,19
120,2048,3072,8,base,18.96,1,1.0,8,18.96,7,21.16,1.116,21.16,1.116,19
120,3072,3072,13,base,21.828,3,1.0279,7,21.236,7,21.236,1.0,21.236,1.0,19
120,3072,6144,12,base,37.972,8,1.1936,5,31.812,7,32.54,1.0229,32.54,1.0229,19
120,4096,3072,13,base,22.004,3,1.0197,5,21.58,7,21.808,1.0106,21.808,1.0106,19
120,8192,3072,12,base,25.404,3,1.0604,3,23.956,18,23.996,1.0017,30.741,1.2832,19
128,2048,3072,8,base,18.848,1,1.0,8,18.848,8,18.848,1.0,20.768,1.1019,19
128,3072,3072,13,base,20.94,1,1.0,13,20.94,7,21.248,1.0147,21.248,1.0147,19
128,3072,6144,12,base,34.216,6,1.0873,13,31.469,7,31.736,1.0085,31.736,1.0085,19
128,4096,3072,13,base,20.764,1,1.0,13,20.764,18,21.196,1.0208,21.396,1.0304,19
128,8192,3072,12,base,24.104,3,1.0895,18,22.124,18,22.124,1.0,30.188,1.3645,19
136,2048,3072,13,base,21.748,3,1.018,5,21.364,8,24.564,1.1498,21.472,1.005,19
136,3072,3072,13,base,21.656,2,1.0067,7,21.512,18,23.664,1.1,21.512,1.0,19
136,3072,6144,12,base,37.384,7,1.1691,7,31.976,18,36.384,1.1379,31.976,1.0,19
136,4096,3072,18,base,23.464,2,1.0161,3,23.092,18,23.464,1.0161,30.657,1.3276,19
136,8192,3072,17,base,75.209,19,2.8368,2,26.512,18,34.972,1.3191,39.985,1.5081,19
144,2048,3072,13,base,21.564,2,1.0094,7,21.364,8,24.216,1.1335,21.364,1.0,19
144,3072,3072,13,base,21.876,2,1.0192,7,21.464,7,21.464,1.0,21.464,1.0,19
144,3072,6144,13,base,33.192,2,1.0461,7,31.728,7,31.728,1.0,31.728,1.0,19
144,4096,3072,18,base,23.716,2,1.0145,3,23.376,18,23.716,1.0145,30.517,1.3055,19
144,8192,3072,17,base,74.881,19,2.8394,2,26.372,18,32.12,1.218,39.345,1.4919,19
152,2048,3072,13,base,21.464,3,1.0178,5,21.088,7,21.216,1.0061,21.216,1.0061,19
152,3072,3072,13,base,21.772,1,1.0,13,21.772,18,23.508,1.0797,21.996,1.0103,19
152,3072,6144,13,base,33.36,3,1.0213,7,32.664,18,36.308,1.1116,32.664,1.0,19
152,4096,3072,18,base,23.828,2,1.0306,3,23.12,18,23.828,1.0306,29.905,1.2934,19
152,8192,3072,17,base,75.373,19,2.8412,2,26.528,18,32.256,1.2159,38.652,1.457,19
160,2048,3072,13,base,20.608,1,1.0,13,20.608,18,23.208,1.1262,21.208,1.0291,19
160,3072,3072,13,base,21.288,1,1.0,13,21.288,18,23.32,1.0955,21.536,1.0117,19
160,3072,6144,13,base,31.561,1,1.0,13,31.561,18,36.204,1.1471,32.344,1.0248,19
160,4096,3072,18,base,23.7,2,1.0128,12,23.4,18,23.7,1.0128,29.636,1.2665,19
160,8192,3072,17,base,75.197,19,2.813,2,26.732,18,32.076,1.1999,38.268,1.4315,19
168,2048,3072,13,base,21.484,3,1.002,5,21.44,7,21.452,1.0006,21.452,1.0006,19
168,3072,3072,18,base,23.428,2,1.0079,3,23.244,18,23.428,1.0079,29.54,1.2708,19
168,3072,6144,17,base,130.229,19,3.7892,3,34.368,18,36.036,1.0485,48.929,1.4237,19
168,4096,3072,18,base,23.916,2,1.0224,3,23.392,18,23.916,1.0224,29.949,1.2803,19
168,8192,3072,17,base,74.977,19,2.8144,2,26.64,18,32.268,1.2113,38.429,1.4425,19
176,2048,3072,13,base,21.76,3,1.0183,7,21.368,8,24.652,1.1537,21.368,1.0,19
176,3072,3072,18,base,23.888,2,1.0368,3,23.04,18,23.888,1.0368,29.473,1.2792,19
176,3072,6144,17,base,133.81,19,3.8925,3,34.376,18,36.56,1.0635,48.177,1.4014,19
176,4096,3072,18,base,23.828,2,1.0257,3,23.232,18,23.828,1.0257,29.596,1.2739,19
176,8192,3072,17,base,75.217,19,2.7916,2,26.944,18,32.684,1.213,38.608,1.4329,19
184,2048,3072,13,base,21.772,3,1.0155,5,21.44,8,24.864,1.1597,21.64,1.0093,19
184,3072,3072,18,base,23.808,2,1.026,3,23.204,18,23.808,1.026,29.673,1.2788,19
184,3072,6144,17,base,134.393,19,3.8797,3,34.64,18,36.032,1.0402,48.773,1.408,19
184,4096,3072,18,base,23.324,1,1.0,18,23.324,18,23.324,1.0,30.392,1.303,19
184,8192,3072,17,base,75.521,19,2.8133,2,26.845,18,32.524,1.2116,38.624,1.4388,19
192,2048,3072,13,base,20.74,1,1.0,13,20.74,7,21.244,1.0243,21.244,1.0243,19
192,3072,3072,18,base,21.612,1,1.0,18,21.612,18,21.612,1.0,29.42,1.3613,19
192,3072,6144,18,base,31.948,1,1.0,18,31.948,18,31.948,1.0,48.201,1.5087,19
192,4096,3072,18,base,21.552,1,1.0,18,21.552,18,21.552,1.0,29.688,1.3775,19
192,8192,3072,17,base,52.009,19,1.9682,2,26.424,18,30.496,1.1541,38.761,1.4668,19
200,2048,3072,13,base,21.452,2,1.0178,5,21.076,8,24.868,1.1799,21.52,1.0211,19
200,3072,3072,18,base,23.748,2,1.0449,3,22.728,18,23.748,1.0449,30.281,1.3323,19
200,3072,6144,18,base,36.776,2,1.0656,3,34.513,18,36.776,1.0656,48.576,1.4075,19
200,4096,3072,18,base,24.08,1,1.0,18,24.08,18,24.08,1.0,30.492,1.2663,19
200,8192,3072,17,base,75.041,19,2.7609,2,27.18,18,32.528,1.1968,47.237,1.7379,19
208,2048,3072,13,base,21.464,3,1.019,7,21.064,18,23.452,1.1134,21.064,1.0,19
208,3072,3072,18,base,23.976,2,1.0397,3,23.06,18,23.976,1.0397,29.664,1.2864,19
208,3072,6144,18,base,36.588,2,1.0532,3,34.74,18,36.588,1.0532,48.213,1.3878,19
208,4096,3072,18,base,24.24,2,1.0085,3,24.036,18,24.24,1.0085,30.244,1.2583,19
208,8192,3072,17,base,75.753,19,2.7998,2,27.056,18,32.788,1.2119,47.733,1.7642,19
216,2048,3072,13,base,21.476,2,1.0234,7,20.984,18,23.504,1.1201,20.984,1.0,19
216,3072,3072,18,base,23.608,2,1.027,3,22.988,18,23.608,1.027,30.428,1.3236,19
216,3072,6144,18,base,36.553,2,1.0504,3,34.8,18,36.553,1.0504,48.52,1.3943,19
216,4096,3072,18,base,24.096,2,1.0294,3,23.408,18,24.096,1.0294,30.917,1.3207,19
216,8192,3072,17,base,75.197,19,2.7642,2,27.204,18,32.76,1.2042,46.405,1.7058,19
224,2048,3072,13,base,20.644,1,1.0,13,20.644,18,23.552,1.1409,21.164,1.0252,19
224,3072,3072,18,base,23.688,3,1.0207,3,23.208,18,23.688,1.0207,30.069,1.2956,19
224,3072,6144,18,base,36.764,3,1.0575,3,34.764,18,36.764,1.0575,48.161,1.3853,19
224,4096,3072,18,base,23.92,2,1.0136,3,23.6,18,23.92,1.0136,30.277,1.2829,19
224,8192,3072,17,base,75.881,19,2.7617,2,27.476,18,32.904,1.1976,46.637,1.6973,19
232,2048,3072,13,base,21.36,1,1.0,13,21.36,18,23.468,1.0987,21.628,1.0126,19
232,3072,3072,18,base,24.212,2,1.0273,3,23.568,18,24.212,1.0273,29.804,1.2646,19
232,3072,6144,18,base,36.612,2,1.0405,3,35.188,18,36.612,1.0405,48.841,1.388,19
232,4096,3072,18,base,24.092,2,1.0089,3,23.88,18,24.092,1.0089,30.693,1.2853,19
232,8192,3072,17,base,75.817,19,2.8018,2,27.06,18,32.572,1.2037,46.757,1.7279,19
240,2048,3072,13,base,21.676,3,1.011,7,21.44,7,21.44,1.0,21.44,1.0,19
240,3072,3072,18,base,23.712,2,1.0261,3,23.108,18,23.712,1.0261,30.08,1.3017,19
240,3072,6144,18,base,36.589,2,1.0372,3,35.277,18,36.589,1.0372,48.701,1.3805,19
240,4096,3072,18,base,23.836,2,1.0085,3,23.636,18,23.836,1.0085,29.968,1.2679,19
240,8192,3072,17,base,76.125,19,2.7807,2,27.376,18,32.984,1.2049,46.08,1.6832,19
248,2048,3072,13,base,22.088,3,1.0325,5,21.392,7,21.772,1.0178,21.772,1.0178,19
248,3072,3072,18,base,24.232,2,1.0393,3,23.316,18,24.232,1.0393,30.316,1.3002,19
248,3072,6144,18,base,37.176,2,1.0502,3,35.4,18,37.176,1.0502,49.292,1.3924,19
248,4096,3072,18,base,23.58,1,1.0,18,23.58,18,23.58,1.0,30.928,1.3116,19
248,8192,3072,17,base,76.677,19,2.8403,2,26.996,18,33.568,1.2434,46.493,1.7222,19
256,2048,3072,13,base,21.0,1,1.0,13,21.0,7,21.636,1.0303,21.636,1.0303,19
256,3072,3072,18,base,21.496,1,1.0,18,21.496,18,21.496,1.0,29.9,1.391,19
256,3072,6144,18,base,32.496,2,1.0032,3,32.392,18,32.496,1.0032,47.653,1.4711,19
256,4096,3072,18,base,21.66,1,1.0,18,21.66,18,21.66,1.0,30.264,1.3972,19
256,8192,3072,17,base,52.925,16,1.9587,2,27.02,18,30.784,1.1393,47.029,1.7405,19
272,2048,3072,18,base,23.56,2,1.0256,3,22.972,18,23.56,1.0256,29.776,1.2962,19
272,3072,3072,18,base,24.204,2,1.0178,3,23.78,18,24.204,1.0178,30.192,1.2696,19
272,3072,6144,18,base,37.264,2,1.0453,3,35.648,18,37.264,1.0453,47.569,1.3344,19
272,4096,3072,17,base,75.865,19,2.8282,2,26.824,18,33.02,1.231,38.72,1.4435,19
272,8192,3072,0,base,35.828,2,1.0006,2,35.808,18,43.532,1.2157,55.605,1.5528,19
288,2048,3072,18,base,23.94,3,1.0369,3,23.088,18,23.94,1.0369,30.909,1.3387,19
288,3072,3072,18,base,23.928,3,1.0163,12,23.544,18,23.928,1.0163,30.141,1.2802,19
288,3072,6144,18,base,36.872,3,1.0471,3,35.212,18,36.872,1.0471,47.533,1.3499,19
288,4096,3072,17,base,75.897,19,2.8601,2,26.536,18,32.1,1.2097,38.016,1.4326,19
288,8192,3072,0,base,35.596,2,1.0107,3,35.22,18,43.289,1.2291,54.949,1.5601,19
304,2048,3072,18,base,23.368,2,1.0265,3,22.764,18,23.368,1.0265,29.712,1.3052,19
304,3072,3072,18,base,29.332,6,1.2125,3,24.192,18,29.332,1.2125,30.3,1.2525,19
304,3072,6144,18,base,36.904,2,1.0247,3,36.016,18,36.904,1.0247,48.813,1.3553,19
304,4096,3072,17,base,76.265,19,2.8398,2,26.856,18,32.752,1.2195,38.477,1.4327,19
304,8192,3072,0,base,35.204,1,1.0,0,35.204,18,43.84,1.2453,55.205,1.5681,19
320,2048,3072,18,base,21.608,1,1.0,18,21.608,18,21.608,1.0,29.692,1.3741,19
320,3072,3072,18,base,22.04,1,1.0,18,22.04,18,22.04,1.0,30.472,1.3826,19
320,3072,6144,18,base,33.02,1,1.0,18,33.02,18,33.02,1.0,49.317,1.4935,19
320,4096,3072,17,base,52.349,19,2.0205,2,25.908,18,30.556,1.1794,38.225,1.4754,19
320,8192,3072,0,base,35.568,3,1.0186,2,34.92,18,39.36,1.1271,54.209,1.5523,19
336,2048,3072,18,base,23.532,2,1.0067,3,23.376,18,23.532,1.0067,29.596,1.2661,19
336,3072,3072,17,base,75.357,19,2.8325,2,26.604,18,32.336,1.2155,30.701,1.154,19
336,3072,6144,17,base,137.998,19,3.5336,2,39.053,18,52.989,1.3569,48.245,1.2354,19
336,4096,3072,17,base,75.417,19,2.8111,2,26.828,18,32.744,1.2205,38.616,1.4394,19
336,8192,3072,0,base,35.676,2,1.0103,3,35.312,18,43.737,1.2386,63.809,1.807,19
352,2048,3072,18,base,24.124,3,1.0489,3,23.0,18,24.124,1.0489,29.724,1.2924,19
352,3072,3072,17,base,75.529,19,2.854,2,26.464,18,31.852,1.2036,38.204,1.4436,19
352,3072,6144,17,base,137.714,19,3.5271,2,39.045,18,52.809,1.3525,63.861,1.6356,19
352,4096,3072,17,base,75.897,19,2.8714,2,26.432,18,32.224,1.2191,38.02,1.4384,19
352,8192,3072,0,base,35.588,1,1.0,0,35.588,18,43.401,1.2195,63.277,1.778,19
368,2048,3072,18,base,23.484,2,1.0266,3,22.876,18,23.484,1.0266,30.108,1.3161,19
368,3072,3072,17,base,75.981,19,2.889,2,26.3,18,32.308,1.2284,37.604,1.4298,19
368,3072,6144,17,base,138.114,19,3.4618,2,39.897,18,53.532,1.3418,63.997,1.6041,19
368,4096,3072,17,base,75.825,19,2.8029,2,27.053,18,32.84,1.2139,38.657,1.4289,19
368,8192,3072,0,base,36.089,3,1.0243,3,35.233,18,43.569,1.2366,62.705,1.7797,19
384,2048,3072,18,base,21.664,1,1.0,18,21.664,18,21.664,1.0,29.82,1.3765,19
384,3072,3072,17,base,51.501,19,1.9835,2,25.964,18,30.124,1.1602,38.049,1.4654,19
384,3072,6144,17,base,90.661,18,2.4017,2,37.749,18,49.165,1.3024,63.525,1.6828,19
384,4096,3072,17,base,52.145,19,2.0167,2,25.856,18,30.748,1.1892,38.085,1.4729,19
384,8192,3072,0,base,34.424,1,1.0,0,34.424,18,39.544,1.1487,63.965,1.8581,19
400,2048,3072,18,base,24.088,2,1.0388,3,23.188,18,24.088,1.0388,29.876,1.2884,19
400,3072,3072,17,base,74.921,19,2.8293,2,26.48,18,32.672,1.2338,38.676,1.4606,19
400,3072,6144,17,base,137.678,19,3.4495,2,39.913,18,52.701,1.3204,64.081,1.6055,19
400,4096,3072,17,base,75.697,19,2.7854,2,27.176,18,32.7,1.2033,45.897,1.6888,19
400,8192,3072,0,base,36.372,2,1.0137,2,35.881,0,36.372,1.0137,71.257,1.986,19
416,2048,3072,18,base,23.864,3,1.0299,3,23.172,18,23.864,1.0299,29.852,1.2883,19
416,3072,3072,17,base,74.829,19,2.8297,2,26.444,18,32.264,1.2201,38.036,1.4384,19
416,3072,6144,17,base,137.642,19,3.5034,2,39.288,18,53.397,1.3591,64.641,1.6453,19
416,4096,3072,17,base,75.749,19,2.8167,2,26.893,18,33.028,1.2282,46.189,1.7175,19
416,8192,3072,0,base,36.721,2,1.0197,2,36.012,0,36.721,1.0197,70.705,1.9634,19
432,2048,3072,18,base,23.692,2,1.0258,3,23.096,18,23.692,1.0258,30.244,1.3095,19
432,3072,3072,17,base,75.497,19,2.8754,2,26.256,18,32.16,1.2249,37.968,1.4461,19
432,3072,6144,17,base,137.678,19,3.4592,2,39.8,18,53.321,1.3397,64.053,1.6094,19
432,4096,3072,17,base,76.293,19,2.7831,2,27.413,18,32.708,1.1932,47.189,1.7214,19
432,8192,3072,0,base,35.988,2,1.0011,2,35.948,0,35.988,1.0011,70.273,1.9548,19
448,2048,3072,18,base,21.88,1,1.0,18,21.88,18,21.88,1.0,30.812,1.4082,19
448,3072,3072,17,base,51.013,18,1.9536,2,26.112,18,30.4,1.1642,38.344,1.4684,19
448,3072,6144,17,base,90.617,18,2.3821,2,38.04,18,49.073,1.29,64.337,1.6913,19
448,4096,3072,17,base,53.341,17,2.0443,2,26.092,18,30.584,1.1722,46.077,1.7659,19
448,8192,3072,0,base,36.352,2,1.0046,2,36.184,0,36.352,1.0046,71.056,1.9637,19
464,2048,3072,18,base,23.956,2,1.0525,3,22.76,18,23.956,1.0525,29.296,1.2872,19
464,3072,3072,17,base,74.157,19,2.7592,2,26.876,18,32.388,1.2051,38.164,1.42,19
464,3072,6144,17,base,137.058,19,3.4828,2,39.352,18,52.481,1.3336,63.557,1.6151,19
464,4096,3072,17,base,76.113,19,2.8057,2,27.128,18,32.536,1.1993,45.741,1.6861,19
464,8192,3072,0,base,36.42,2,1.0005,2,36.4,0,36.42,1.0005,79.025,2.171,19
480,2048,3072,18,base,23.812,3,1.0314,3,23.088,18,23.812,1.0314,29.657,1.2845,19
480,3072,3072,17,base,74.817,19,2.7933,2,26.784,18,32.22,1.203,37.904,1.4152,19
480,3072,6144,17,base,137.602,19,3.4733,2,39.617,18,52.768,1.332,63.597,1.6053,19
480,4096,3072,17,base,76.313,19,2.8222,2,27.04,18,32.7,1.2093,45.928,1.6985,19
480,8192,3072,0,base,36.785,2,1.0021,2,36.708,0,36.785,1.0021,78.725,2.1446,19
496,2048,3072,18,base,24.512,2,1.0676,3,22.96,18,24.512,1.0676,29.664,1.292,19
496,3072,3072,17,base,73.865,19,2.7578,2,26.784,18,32.432,1.2109,37.968,1.4176,19
496,3072,6144,17,base,136.906,19,3.4492,2,39.693,18,52.569,1.3244,63.776,1.6068,19
496,4096,3072,17,base,75.949,19,2.8071,2,27.056,18,32.96,1.2182,46.357,1.7134,19
496,8192,3072,0,base,37.228,2,1.0198,2,36.504,0,37.228,1.0198,78.393,2.1475,19
512,2048,3072,18,base,21.996,1,1.0,18,21.996,18,21.996,1.0,29.916,1.3601,19
512,3072,3072,17,base,50.488,18,1.925,2,26.228,18,30.112,1.1481,37.792,1.4409,19
512,3072,6144,17,base,90.121,18,2.3432,2,38.46,18,49.18,1.2787,63.941,1.6625,19
512,4096,3072,17,base,52.625,16,2.0073,2,26.216,18,30.572,1.1662,46.272,1.765,19
512,8192,3072,0,base,35.02,1,1.0,0,35.02,0,35.02,1.0,79.225,2.2623,19
515,2048,3072,17,base,74.857,19,2.9818,2,25.104,18,32.38,1.2898,37.188,1.4814,19
562,2048,3072,17,base,75.401,19,2.8561,2,26.4,18,32.156,1.218,38.188,1.4465,19
592,2048,3072,17,base,74.949,19,2.8685,2,26.128,18,32.464,1.2425,38.304,1.466,19
640,2048,3072,17,base,51.401,19,2.0514,2,25.056,18,30.104,1.2015,37.512,1.4971,19
640,3072,3072,17,base,52.797,16,1.9791,2,26.677,18,30.636,1.1484,46.168,1.7307,19
640,3072,6144,17,base,91.121,16,2.3181,2,39.309,18,49.045,1.2477,82.925,2.1096,19
640,4096,3072,0,base,33.001,1,1.0,0,33.001,18,39.012,1.1822,54.545,1.6528,19
640,8192,3072,17,base,102.437,16,2.248,2,45.569,18,57.225,1.2558,94.737,2.079,19
659,2048,3072,17,base,79.513,19,3.0666,2,25.928,18,32.352,1.2478,37.556,1.4485,19
767,2048,3072,17,base,75.641,19,2.8274,2,26.753,18,32.404,1.2113,37.692,1.4089,19
768,2048,3072,17,base,51.484,19,2.0086,2,25.632,18,30.452,1.1881,38.084,1.4858,19
768,3072,3072,0,base,33.26,1,1.0,0,33.26,18,39.264,1.1805,54.161,1.6284,19
768,3072,6144,0,base,49.721,1,1.0,0,49.721,18,65.413,1.3156,96.105,1.9329,19
768,4096,3072,0,base,33.268,1,1.0,0,33.268,18,39.908,1.1996,62.461,1.8775,19
768,8192,3072,17,base,102.761,13,2.1882,2,46.961,0,49.993,1.0646,112.109,2.3873,19
822,3072,3072,0,base,34.504,1,1.0,0,34.504,18,43.065,1.2481,54.581,1.5818,19
822,4096,3072,0,base,36.172,2,1.0173,2,35.556,0,36.172,1.0173,70.293,1.9769,19
896,2048,3072,17,base,52.661,17,2.0363,2,25.86,18,30.552,1.1814,46.272,1.7893,19
896,3072,3072,0,base,33.244,1,1.0,0,33.244,18,39.328,1.183,62.645,1.8844,19
896,3072,6144,0,base,49.905,1,1.0,0,49.905,18,65.769,1.3179,113.441,2.2732,19
896,4096,3072,0,base,34.148,1,1.0,0,34.148,0,34.148,1.0,70.504,2.0647,19
896,8192,3072,0,base,49.548,1,1.0,0,49.548,0,49.548,1.0,129.117,2.6059,19
