family,gfx,M,N,K,q_dtype_w,prod_us,prod_tflops,prod_bw,prod_status,origami_kernelId,origami_kernelName,origami_splitK,origami_us,origami_tflops,origami_status,origami_err_ratio,origami_correct,winner,origami_speedup_vs_prod,sweep_best_kernelId,sweep_best_kernelName,sweep_best_us,sweep_best_tflops,sweep_status
a8w8_blockscale_bpreshuffle,gfx950,2560,1024,2048,,16.435,653.33,765.62,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,19.6124,547.48,ok,0.01343,True,prod_default,0.838,,,,,
a8w8_blockscale_bpreshuffle,gfx950,3,1024,2304,,12.5856,1.12,188.5,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,112,1024,4096,,15.7017,59.84,310.95,ok,7,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0,8.8295,106.41,ok,0.00606,True,origami,1.778,,,,,
a8w8_blockscale_bpreshuffle,gfx950,11,1152,3072,,12.7763,6.09,281.62,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,256,1152,3072,,12.8243,141.29,383.27,ok,12,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,8.6375,209.78,ok,0.01244,True,origami,1.485,,,,,
a8w8_blockscale_bpreshuffle,gfx950,768,1152,3072,,13.0003,418.13,589.81,ok,17,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,10.9642,495.78,ok,0.01243,True,origami,1.186,,,,,
a8w8_blockscale_bpreshuffle,gfx950,1,1152,8192,,26.1872,0.72,360.77,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,6144,1280,2304,,38.9928,929.37,842.04,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,32.6287,1110.64,ok,0.01214,True,origami,1.195,,,,,
a8w8_blockscale_bpreshuffle,gfx950,13,1280,4096,,13.0696,10.43,407.77,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,5,1536,7168,,12.4829,8.82,886.11,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,40,2048,256,,12.5029,3.35,55.86,ok,5,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,0,8.6909,4.83,ok,0.0,True,origami,1.439,,,,,
a8w8_blockscale_bpreshuffle,gfx950,28,2048,384,,12.5963,3.5,72.39,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,256,2048,384,,12.5709,32.03,153.79,ok,10,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,0,9.0282,44.6,ok,0.0,True,origami,1.392,,,,,
a8w8_blockscale_bpreshuffle,gfx950,5,2048,512,,12.991,0.81,82.49,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,80,2048,512,,12.5749,13.34,112.7,ok,7,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0,9.2375,18.16,ok,0.00974,True,origami,1.361,,,,,
a8w8_blockscale_bpreshuffle,gfx950,5120,2048,512,,20.8898,514.0,1179.6,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,22.8005,470.93,ok,0.01112,True,prod_default,0.916,,,,,
a8w8_blockscale_bpreshuffle,gfx950,28,2048,1024,,13.1176,8.95,170.8,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,40,2048,1024,,12.7763,13.13,180.17,ok,7,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0,9.2269,18.18,ok,0.0,True,origami,1.385,,,,,
a8w8_blockscale_bpreshuffle,gfx950,48,2048,1024,,13.1443,15.32,178.25,ok,7,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0,9.0282,22.3,ok,0.0,True,origami,1.456,,,,,
a8w8_blockscale_bpreshuffle,gfx950,12,2048,4096,,15.2937,13.16,554.93,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,1234,2048,7168,,47.645,760.42,599.85,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,167.5956,216.18,ok,0.01352,True,prod_default,0.284,,,,,
a8w8_blockscale_bpreshuffle,gfx950,2,2112,4608,,16.4884,2.36,591.31,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,10000,2112,8192,,306.2959,1129.72,461.85,ok,,,,,,error:RuntimeError:This GEMM is not supported!,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,2,2176,6144,,20.2871,2.64,660.04,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,128,2176,6144,,17.2804,198.06,851.42,ok,11,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,14.471,236.51,ok,0.01012,True,origami,1.194,,,,,
a8w8_blockscale_bpreshuffle,gfx950,10,2176,7168,,23.4605,13.3,669.75,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,777,2176,7168,,37.2555,650.61,658.93,ok,16,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,91.7113,264.29,ok,0.01039,True,prod_default,0.406,,,,,
a8w8_blockscale_bpreshuffle,gfx950,24576,2176,16384,,1668.7784,1050.08,326.74,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,1132.0777,1547.9,ok,0.01777,True,origami,1.474,,,,,
a8w8_blockscale_bpreshuffle,gfx950,1536,2240,16384,,126.104,894.05,545.16,ok,,,,,,error:RuntimeError:This GEMM is not supported!,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,32,2304,6144,,24.9765,36.27,580.54,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,256,2304,6144,,20.3484,356.18,830.94,ok,17,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,19.0417,380.62,ok,0.00919,True,origami,1.069,,,,,
a8w8_blockscale_bpreshuffle,gfx950,11,2560,8192,,29.5873,15.59,713.75,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,32,2560,8192,,29.1899,45.98,733.04,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,8,2624,2304,,12.7043,7.61,480.63,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,3072,2624,2304,,39.7582,934.27,735.58,ok,,,,,,error:RuntimeError:This GEMM is not supported!,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,112,2624,6144,,21.9898,164.23,791.17,ok,12,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,13.1389,274.85,ok,0.00578,True,origami,1.674,,,,,
a8w8_blockscale_bpreshuffle,gfx950,112,3072,1024,,12.9403,54.45,305.14,ok,12,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,8.9642,78.61,ok,0.00673,True,origami,1.444,,,,,
a8w8_blockscale_bpreshuffle,gfx950,777,3072,1024,,13.1549,371.61,662.51,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,26.7313,182.87,ok,0.00968,True,prod_default,0.492,,,,,
a8w8_blockscale_bpreshuffle,gfx950,2048,3072,1024,,18.9231,680.91,942.01,ok,16,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,22.3845,575.62,ok,0.01218,True,prod_default,0.845,,,,,
a8w8_blockscale_bpreshuffle,gfx950,11,3072,2048,,13.0749,10.59,488.08,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,13,3072,2048,,12.6189,12.96,507.01,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,11,3072,6144,,20.6391,20.12,921.04,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,2560,3072,6144,,89.1406,1084.09,564.63,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,65.9134,1466.12,ok,0.01421,True,origami,1.352,,,,,
a8w8_blockscale_bpreshuffle,gfx950,224,3072,7168,,31.6407,311.78,790.18,ok,17,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,25.3045,389.85,ok,0.00736,True,origami,1.25,,,,,
a8w8_blockscale_bpreshuffle,gfx950,1000,3072,8192,,52.3011,962.34,755.28,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,189.168,266.07,ok,0.01539,True,prod_default,0.276,,,,,
a8w8_blockscale_bpreshuffle,gfx950,333,3584,512,,13.0563,93.6,336.42,ok,16,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,8.8349,138.33,ok,0.01269,True,origami,1.478,,,,,
a8w8_blockscale_bpreshuffle,gfx950,10000,3584,512,,57.5546,637.66,1366.27,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,115.7838,316.97,ok,0.01126,True,prod_default,0.497,,,,,
a8w8_blockscale_bpreshuffle,gfx950,12288,3584,7168,,495.608,1273.91,407.28,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,384.9736,1640.01,ok,0.01657,True,origami,1.287,,,,,
a8w8_blockscale_bpreshuffle,gfx950,4,3584,16384,,62.0293,7.57,948.17,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,40,4096,512,,12.3883,13.54,197.39,ok,7,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0,9.0802,18.48,ok,0.0,True,origami,1.364,,,,,
a8w8_blockscale_bpreshuffle,gfx950,448,4096,1024,,13.0056,288.96,639.96,ok,16,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,10.2095,368.1,ok,0.01276,True,origami,1.274,,,,,
a8w8_blockscale_bpreshuffle,gfx950,11,4096,1280,,12.7923,9.02,417.99,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,12288,4096,1280,,133.6629,963.99,910.01,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,111.5397,1155.18,ok,0.01132,True,origami,1.198,,,,,
a8w8_blockscale_bpreshuffle,gfx950,2560,4096,2048,,37.4955,1145.46,922.86,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,42.3422,1014.35,ok,0.0,True,prod_default,0.886,,,,,
a8w8_blockscale_bpreshuffle,gfx950,9,4096,3072,,13.0776,17.32,969.92,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,160,4096,4096,,14.7563,363.82,1270.19,ok,17,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,14.5457,369.09,ok,0.0,True,origami,1.014,,,,,
a8w8_blockscale_bpreshuffle,gfx950,1500,4096,4096,,137.7163,365.47,255.66,ok,16,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,116.6638,431.42,ok,0.0,True,origami,1.18,,,,,
a8w8_blockscale_bpreshuffle,gfx950,2560,4096,4096,,62.3733,1377.18,773.32,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,70.8202,1212.92,ok,0.0,True,prod_default,0.881,,,,,
a8w8_blockscale_bpreshuffle,gfx950,8,4096,7168,,23.7152,19.81,1243.21,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,64,4096,7168,,22.2645,168.79,1362.85,ok,7,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0,11.8416,317.36,ok,0.01109,True,origami,1.88,,,,,
a8w8_blockscale_bpreshuffle,gfx950,192,4096,7168,,24.0005,469.75,1346.19,ok,17,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,19.7804,569.97,ok,0.00859,True,origami,1.213,,,,,
a8w8_blockscale_bpreshuffle,gfx950,2048,4096,7168,,103.2329,1164.93,589.13,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,75.2683,1597.74,ok,0.0144,True,origami,1.372,,,,,
a8w8_blockscale_bpreshuffle,gfx950,17,4352,2304,,12.7189,26.8,803.07,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,10,4352,4096,,14.771,24.14,1215.48,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,192,4608,2048,,12.8403,282.23,903.4,ok,17,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,9.1522,395.96,ok,0.00994,True,origami,1.403,,,,,
a8w8_blockscale_bpreshuffle,gfx950,10000,4608,7168,,397.5287,1661.77,495.24,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,1786.8018,369.71,ok,0.0,True,prod_default,0.222,,,,,
a8w8_blockscale_bpreshuffle,gfx950,48,4608,16384,,67.1668,107.91,1142.32,ok,6,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,0,30.594,236.9,ok,0.0,True,origami,2.195,,,,,
a8w8_blockscale_bpreshuffle,gfx950,11,5120,1280,,12.9816,11.11,514.6,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,96,5120,1280,,12.4469,101.09,615.37,ok,12,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,9.1549,137.45,ok,0.00729,True,origami,1.36,,,,,
a8w8_blockscale_bpreshuffle,gfx950,384,5120,1280,,13.4309,374.74,817.31,ok,16,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,9.7842,514.42,ok,0.01217,True,origami,1.373,,,,,
a8w8_blockscale_bpreshuffle,gfx950,9,5120,8192,,32.4447,23.27,1297.87,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,24576,5120,8192,,1818.7936,1133.49,272.12,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,1392.5045,1480.49,ok,0.01669,True,origami,1.306,,,,,
a8w8_blockscale_bpreshuffle,gfx950,10,6144,1536,,12.9656,14.56,738.52,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,40,6144,1536,,12.5296,60.26,797.32,ok,6,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,0,8.9095,84.74,ok,0.0,True,origami,1.406,,,,,
a8w8_blockscale_bpreshuffle,gfx950,224,6144,1536,,13.2203,319.8,948.07,ok,16,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,21.9245,192.84,ok,0.01015,True,prod_default,0.603,,,,,
a8w8_blockscale_bpreshuffle,gfx950,12288,6144,1536,,249.292,930.35,719.26,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,193.7135,1197.27,ok,0.01108,True,origami,1.287,,,,,
a8w8_blockscale_bpreshuffle,gfx950,3,7168,256,,13.0723,0.84,143.72,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,40,7168,384,,12.4456,17.69,268.47,ok,4,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,0,8.7762,25.09,ok,0.0,True,origami,1.418,,,,,
a8w8_blockscale_bpreshuffle,gfx950,6,7168,2304,,12.8843,15.38,1289.55,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,7,7168,4096,,15.4363,26.63,1910.37,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,192,7168,4608,,20.9658,604.96,1748.91,ok,16,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,31.6007,401.37,ok,0.01029,True,prod_default,0.663,,,,,
a8w8_blockscale_bpreshuffle,gfx950,24,7168,7168,,32.066,76.91,1618.42,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,17,7168,16384,,63.4347,62.95,1859.59,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,15,8192,1536,,12.8603,29.35,999.33,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,28,8192,1536,,12.4283,56.7,1052.82,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,24,8192,3072,,12.9603,93.2,1977.8,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,6,8192,6144,,25.5766,23.61,1973.17,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,16,8192,6144,,27.3072,58.98,1856.36,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,1536,8192,6144,,131.5762,1175.13,645.52,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,103.3516,1496.05,ok,0.01529,True,origami,1.273,,,,,
a8w8_blockscale_bpreshuffle,gfx950,256,8192,7168,,29.6753,1013.12,2181.93,ok,16,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,46.517,646.32,ok,0.00956,True,prod_default,0.638,,,,,
a8w8_blockscale_bpreshuffle,gfx950,3,8192,8192,,32.3713,12.44,2075.37,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,6,8192,8192,,32.5034,24.78,2069.21,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,640,8192,16384,,142.7044,1203.88,1087.49,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,143.5871,1196.48,ok,0.01745,True,prod_default,0.994,,,,,
a8w8_blockscale_bpreshuffle,gfx950,28,8704,1024,,12.6483,39.46,745.48,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,300,8704,1024,,12.9243,413.77,1117.47,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,26.4086,202.5,ok,0.01115,True,prod_default,0.489,,,,,
a8w8_blockscale_bpreshuffle,gfx950,24576,8704,1024,,444.9029,984.68,1038.2,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,432.2773,1013.44,ok,0.01101,True,origami,1.029,,,,,
a8w8_blockscale_bpreshuffle,gfx950,12,8704,2048,,12.8403,33.32,1406.46,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,11,8704,4096,,18.399,42.63,1950.54,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale_bpreshuffle,gfx950,896,8704,4096,,62.5467,1021.44,878.05,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,48.3157,1322.3,ok,0.01404,True,origami,1.295,,,,,
a8w8_blockscale_bpreshuffle,gfx950,2560,8704,4096,,157.4087,1159.63,576.22,ok,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,0,134.0015,1362.19,ok,0.01323,True,origami,1.175,,,,,
a8w8_blockscale_bpreshuffle,gfx950,448,9216,1024,,14.343,589.54,1265.67,ok,13,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,0,13.435,629.38,ok,0.01291,True,origami,1.068,,,,,
