family,gfx,M,N,K,q_dtype_w,available,hardware_source,cu_num,candidates,best_kernelId,best_kernelName,best_BLOCK_M,best_BLOCK_N,best_BLOCK_K,best_waves_per_eu,mi_m,mi_n,mi_k,splitK,pred_latency_cycles,pred_tflops,topk_json,error
a8w8_blockscale_bpreshuffle,gfx950,20,512,2048,,True,device:0,256,aiter,,,,,,,,,,,,,,no config scored
a8w8_blockscale_bpreshuffle,gfx950,2,768,16384,,True,device:0,256,aiter,,,,,,,,,,,,,,no config scored
a8w8_blockscale_bpreshuffle,gfx950,6000,768,16384,,True,device:0,256,aiter,16,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,64,128,256,2,16,16,128,0,421767.28,787.6117777213009,"[{""kernelId"": 16, ""latency_cycles"": 421767.28, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 0, ""latency_cycles"": 426754.34, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3""}, {""kernelId"": 13, ""latency_cycles"": 494444.38, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 1, ""latency_cycles"": 515514.68, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3""}, {""kernelId"": 14, ""latency_cycles"": 515514.68, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1""}]",
a8w8_blockscale_bpreshuffle,gfx950,640,1024,256,,True,device:0,256,aiter,2,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,64,64,128,2,16,16,128,0,3234.38,228.23489800916082,"[{""kernelId"": 2, ""latency_cycles"": 3234.38, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3""}, {""kernelId"": 15, ""latency_cycles"": 3234.38, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 9, ""latency_cycles"": 3563.44, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 10, ""latency_cycles"": 4573.94, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 3, ""latency_cycles"": 4715.18, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x16x256x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1""}]",
a8w8_blockscale_bpreshuffle,gfx950,5120,1024,256,,True,device:0,256,aiter,2,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,64,64,128,2,16,16,128,0,17170.73,343.93300616642955,"[{""kernelId"": 2, ""latency_cycles"": 17170.73, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3""}, {""kernelId"": 15, ""latency_cycles"": 17170.73, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 1, ""latency_cycles"": 17185.48, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3""}, {""kernelId"": 14, ""latency_cycles"": 17185.48, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 9, ""latency_cycles"": 18767.72, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1""}]",
a8w8_blockscale_bpreshuffle,gfx950,12,1024,1024,,True,device:0,256,aiter,,,,,,,,,,,,,,no config scored
a8w8_blockscale_bpreshuffle,gfx950,2560,1024,2048,,True,device:0,256,aiter,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,128,128,128,2,16,16,128,0,31000.15,762.0067423596681,"[{""kernelId"": 0, ""latency_cycles"": 31000.15, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3""}, {""kernelId"": 13, ""latency_cycles"": 35457.83, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 16, ""latency_cycles"": 41754.46, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 17, ""latency_cycles"": 43368.87, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 1, ""latency_cycles"": 48254.26, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3""}]",
a8w8_blockscale_bpreshuffle,gfx950,3,1024,2304,,True,device:0,256,aiter,,,,,,,,,,,,,,no config scored
a8w8_blockscale_bpreshuffle,gfx950,112,1024,4096,,True,device:0,256,aiter,7,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,16,64,256,2,16,16,128,0,16814.36,122.92781717343803,"[{""kernelId"": 7, ""latency_cycles"": 16814.36, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1""}, {""kernelId"": 5, ""latency_cycles"": 20609.38, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1""}, {""kernelId"": 12, ""latency_cycles"": 21065.01, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 6, ""latency_cycles"": 23350.53, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1""}, {""kernelId"": 11, ""latency_cycles"": 26633.25, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1""}]",
a8w8_blockscale_bpreshuffle,gfx950,11,1152,3072,,True,device:0,256,aiter,,,,,,,,,,,,,,no config scored
a8w8_blockscale_bpreshuffle,gfx950,256,1152,3072,,True,device:0,256,aiter,12,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,32,64,256,2,16,16,128,0,16427.33,242.6607080962469,"[{""kernelId"": 12, ""latency_cycles"": 16427.33, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 17, ""latency_cycles"": 20451.33, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 2, ""latency_cycles"": 21367.99, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3""}, {""kernelId"": 15, ""latency_cycles"": 21367.99, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 6, ""latency_cycles"": 21485.47, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1""}]",
a8w8_blockscale_bpreshuffle,gfx950,768,1152,3072,,True,device:0,256,aiter,17,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,64,64,256,2,16,16,128,0,20817.76,574.4517690643929,"[{""kernelId"": 17, ""latency_cycles"": 20817.76, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 11, ""latency_cycles"": 24189.86, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 2, ""latency_cycles"": 26343.87, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3""}, {""kernelId"": 15, ""latency_cycles"": 26343.87, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 16, ""latency_cycles"": 28809.5, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1""}]",
a8w8_blockscale_bpreshuffle,gfx950,1,1152,8192,,True,device:0,256,aiter,,,,,,,,,,,,,,no config scored
a8w8_blockscale_bpreshuffle,gfx950,6144,1280,2304,,True,device:0,256,aiter,0,a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,128,128,128,2,16,16,128,0,70095.48,1137.3818831732601,"[{""kernelId"": 0, ""latency_cycles"": 70095.48, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x128x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3""}, {""kernelId"": 13, ""latency_cycles"": 80057.76, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 16, ""latency_cycles"": 92022.43, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 1, ""latency_cycles"": 107022.03, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3""}, {""kernelId"": 14, ""latency_cycles"": 107022.03, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1""}]",
a8w8_blockscale_bpreshuffle,gfx950,13,1280,4096,,True,device:0,256,aiter,,,,,,,,,,,,,,no config scored
a8w8_blockscale_bpreshuffle,gfx950,5,1536,7168,,True,device:0,256,aiter,,,,,,,,,,,,,,no config scored
a8w8_blockscale_bpreshuffle,gfx950,40,2048,256,,True,device:0,256,aiter,5,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,16,64,128,2,16,16,128,0,1871.72,49.29952009706615,"[{""kernelId"": 5, ""latency_cycles"": 1871.72, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1""}, {""kernelId"": 7, ""latency_cycles"": 2919.72, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1""}, {""kernelId"": 4, ""latency_cycles"": 3013.36, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1""}, {""kernelId"": 6, ""latency_cycles"": 4911.93, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1""}, {""kernelId"": 3, ""latency_cycles"": 5280.82, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x16x256x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1""}]",
a8w8_blockscale_bpreshuffle,gfx950,28,2048,384,,True,device:0,256,aiter,,,,,,,,,,,,,,no config scored
a8w8_blockscale_bpreshuffle,gfx950,256,2048,384,,True,device:0,256,aiter,10,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,32,64,128,2,16,16,128,0,3266.64,271.1769027030437,"[{""kernelId"": 10, ""latency_cycles"": 3266.64, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 4, ""latency_cycles"": 3963.79, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1""}, {""kernelId"": 2, ""latency_cycles"": 4199.21, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3""}, {""kernelId"": 15, ""latency_cycles"": 4199.21, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 9, ""latency_cycles"": 4663.97, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1""}]",
a8w8_blockscale_bpreshuffle,gfx950,5,2048,512,,True,device:0,256,aiter,,,,,,,,,,,,,,no config scored
a8w8_blockscale_bpreshuffle,gfx950,80,2048,512,,True,device:0,256,aiter,7,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,16,64,256,2,16,16,128,0,2585.29,142.76874873036584,"[{""kernelId"": 7, ""latency_cycles"": 2585.29, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1""}, {""kernelId"": 5, ""latency_cycles"": 3380.31, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1""}, {""kernelId"": 12, ""latency_cycles"": 3758.91, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1""}, {""kernelId"": 6, ""latency_cycles"": 4240.69, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1""}, {""kernelId"": 10, ""latency_cycles"": 4429.69, ""kernelName"": ""a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1""}]",
