family,gfx,M,N,K,q_dtype_w,prod_us,prod_tflops,prod_bw,prod_status,origami_kernelId,origami_kernelName,origami_splitK,origami_us,origami_tflops,origami_status,origami_err_ratio,origami_correct,winner,origami_speedup_vs_prod,sweep_best_kernelId,sweep_best_kernelName,sweep_best_us,sweep_best_tflops,sweep_status
a8w8_blockscale,gfx950,160,2048,1024,,11.6962,57.38,249.34,ok,13,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,6.9162,97.03,ok,0.0,True,origami,1.691,,,,,
a8w8_blockscale,gfx950,448,2048,1024,,11.2736,166.68,389.49,ok,18,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,0,6.9975,268.53,ok,0.0,True,origami,1.611,,,,,
a8w8_blockscale,gfx950,896,2048,1024,,14.8283,253.44,450.8,ok,17,a8w8_blockscale_1x128x128_256x64x128x256_16x16_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,0,14.9403,251.54,ok,0.0,True,prod_default,0.993,,,,,
a8w8_blockscale,gfx950,448,2048,4096,,28.2606,265.96,426.69,ok,18,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,0,16.6817,450.57,ok,0.0,True,origami,1.694,,,,,
a8w8_blockscale,gfx950,56,2048,7168,,26.8366,61.27,570.52,ok,8,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0,20.9005,78.67,ok,0.0,True,origami,1.284,,,,,
a8w8_blockscale,gfx950,7,2240,3072,,17.7097,5.44,391.54,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,1234,2240,9216,,222.2714,229.22,168.91,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,59.7066,853.32,ok,0.0,True,origami,3.723,,,,,
a8w8_blockscale,gfx950,15,2304,9216,,33.1274,19.23,647.23,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,1280,2560,2048,,43.2836,310.09,333.1,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,18.4604,727.06,ok,0.0,True,origami,2.345,,,,,
a8w8_blockscale,gfx950,24576,2560,4096,,1341.8968,384.08,176.6,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,342.4567,1505.0,ok,0.0,True,origami,3.918,,,,,
a8w8_blockscale,gfx950,160,2560,5120,,19.8631,211.16,742.36,ok,13,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,18.7711,223.44,ok,0.0,True,origami,1.058,,,,,
a8w8_blockscale,gfx950,2560,2560,16384,,588.834,364.7,164.72,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,167.3849,1282.96,ok,0.0,True,origami,3.518,,,,,
a8w8_blockscale,gfx950,9,2624,6144,,33.6514,8.62,482.13,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,6,3072,3072,,12.5349,9.03,757.28,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,11,3072,3072,,12.3202,16.85,774.22,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,32,3584,8192,,29.394,63.93,1015.57,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,112,3584,8192,,29.5993,222.19,1050.04,ok,12,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,0,37.9835,173.15,ok,0.0,True,prod_default,0.779,,,,,
a8w8_blockscale,gfx950,56,4096,128,,11.2216,5.23,88.24,ok,6,a8w8_blockscale_1x128x128_256x16x64x128_8x16_16x16_1x1_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,0,7.2268,8.13,ok,0.0,True,origami,1.553,,,,,
a8w8_blockscale,gfx950,192,4096,384,,11.0589,54.61,291.12,ok,3,a8w8_blockscale_1x128x128_256x64x64x128_16x16_32x32_1x1_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,6.5641,92.01,ok,0.0,True,origami,1.685,,,,,
a8w8_blockscale,gfx950,12288,4096,384,,123.3026,313.49,867.42,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,69.1468,559.02,ok,0.0,True,origami,1.783,,,,,
a8w8_blockscale,gfx950,3,4096,1280,,11.0549,2.85,476.83,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,32,4096,1280,,10.8682,30.87,510.29,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,40,4096,1280,,11.0736,37.88,507.67,ok,8,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0,6.8935,60.84,ok,0.0,True,origami,1.606,,,,,
a8w8_blockscale,gfx950,160,4096,2048,,11.7962,227.56,850.02,ok,18,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,0,11.0616,242.67,ok,0.0,True,origami,1.066,,,,,
a8w8_blockscale,gfx950,640,4096,2048,,18.9524,566.55,788.41,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,18.6471,575.82,ok,0.0,True,origami,1.016,,,,,
a8w8_blockscale,gfx950,384,4096,5120,,50.5611,318.55,515.88,ok,17,a8w8_blockscale_1x128x128_256x64x128x256_16x16_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,0,70.7509,227.65,ok,0.0,True,prod_default,0.715,,,,,
a8w8_blockscale,gfx950,3072,4096,5120,,346.3874,371.98,178.6,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,92.2153,1397.26,ok,0.0,True,origami,3.756,,,,,
a8w8_blockscale,gfx950,768,4096,7168,,46.0623,979.05,893.5,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,45.749,985.75,ok,0.0,True,origami,1.007,,,,,
a8w8_blockscale,gfx950,6000,4096,16384,,2099.7171,383.53,102.19,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,528.23,1524.54,ok,0.0,True,origami,3.975,,,,,
a8w8_blockscale,gfx950,80,4352,5120,,20.0658,177.67,1165.58,ok,13,a8w8_blockscale_1x128x128_256x32x64x256_16x16_16x16_2x1_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,0,20.5618,173.39,ok,0.0,True,prod_default,0.976,,,,,
a8w8_blockscale,gfx950,192,4352,5120,,34.2381,249.91,728.33,ok,18,a8w8_blockscale_1x128x128_256x64x64x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,0,19.9151,429.64,ok,0.0,True,origami,1.719,,,,,
a8w8_blockscale,gfx950,7,4352,7168,,26.2832,16.62,1191.11,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,160,4352,7168,,45.9916,217.05,733.5,ok,17,a8w8_blockscale_1x128x128_256x64x128x256_16x16_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,0,155.5033,64.19,ok,0.0,True,prod_default,0.296,,,,,
a8w8_blockscale,gfx950,1536,4608,1280,,55.7652,324.92,394.87,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,23.6018,767.71,ok,0.0,True,origami,2.363,,,,,
a8w8_blockscale,gfx950,10240,4608,1536,,383.2762,378.2,305.73,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,128.8321,1125.15,ok,0.0,True,origami,2.975,,,,,
a8w8_blockscale,gfx950,12,4608,2048,,11.0936,20.42,862.87,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,1500,4608,4096,,52.5385,1077.75,739.31,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,51.5651,1098.09,ok,0.0,True,origami,1.019,,,,,
a8w8_blockscale,gfx950,3072,4608,6144,,454.8244,382.45,165.99,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,133.6429,1301.57,ok,0.0,True,origami,3.403,,,,,
a8w8_blockscale,gfx950,11,4608,7168,,22.0471,32.96,1506.33,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,28,5120,384,,10.7802,10.21,209.97,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,24,5120,768,,10.8002,17.48,388.54,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,40,5120,768,,10.8936,28.88,401.38,ok,8,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0,6.8188,46.13,ok,0.0,True,origami,1.598,,,,,
a8w8_blockscale,gfx950,3072,5120,768,,60.1853,401.41,627.21,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,32.1367,751.76,ok,0.0,True,origami,1.873,,,,,
a8w8_blockscale,gfx950,12,5120,1024,,11.0242,11.41,487.84,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,28,5120,1024,,10.8229,27.13,513.57,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,128,5120,1024,,10.9082,123.04,612.81,ok,12,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,0,7.1135,188.68,ok,0.0,True,origami,1.533,,,,,
a8w8_blockscale,gfx950,2,5120,1280,,11.3962,2.3,577.09,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,6000,5120,1280,,217.1047,362.24,348.56,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,81.1924,968.6,ok,0.0,True,origami,2.674,,,,,
a8w8_blockscale,gfx950,4096,5120,1536,,174.0144,370.23,322.38,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,56.8786,1132.67,ok,0.0,True,origami,3.059,,,,,
a8w8_blockscale,gfx950,224,5120,2176,,30.9153,161.45,450.34,ok,2,a8w8_blockscale_1x128x128_256x64x128x128_16x16_32x32_1x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,13.4216,371.88,ok,0.0,True,origami,2.303,,,,,
a8w8_blockscale,gfx950,49152,5120,2176,,3975.385,275.5,156.32,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,900.5593,1216.15,ok,0.0,True,origami,4.414,,,,,
a8w8_blockscale,gfx950,64,5120,3200,,20.1217,104.22,856.99,ok,7,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,0,19.6338,106.81,ok,0.0,True,origami,1.025,,,,,
a8w8_blockscale,gfx950,448,5120,4096,,63.5067,295.88,431.36,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,31.9367,588.37,ok,0.0,True,origami,1.989,,,,,
a8w8_blockscale,gfx950,10,5120,4352,,16.9164,26.34,1325.83,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,3,5120,6400,,23.5952,8.33,1390.87,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,48,5120,8704,,31.9887,133.74,1421.56,ok,8,a8w8_blockscale_1x128x128_256x16x64x256_16x16_16x16_1x1_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,0,24.8259,172.33,ok,0.0,True,origami,1.289,,,,,
a8w8_blockscale,gfx950,500,5120,12800,,189.5254,345.79,406.57,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,78.203,838.02,ok,0.0,True,origami,2.424,,,,,
a8w8_blockscale,gfx950,777,5120,12800,,288.3835,353.15,289.33,ok,17,a8w8_blockscale_1x128x128_256x64x128x256_16x16_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,0,647.4245,157.3,ok,0.0,True,prod_default,0.445,,,,,
a8w8_blockscale,gfx950,40000,5120,12800,,13527.8503,387.56,72.97,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,4153.8811,1262.16,ok,0.0,True,origami,3.257,,,,,
a8w8_blockscale,gfx950,6,5120,18432,,64.1987,17.64,1472.68,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,1,6400,128,,11.1136,0.15,74.87,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,640,6400,128,,11.1282,94.23,817.12,ok,,,,,,error:RuntimeError:This GEMM is not supported!,,,,,,,,,
a8w8_blockscale,gfx950,28,6400,5120,,20.3684,90.09,1633.4,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,160,6400,7168,,47.9023,306.46,1024.38,ok,12,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,0,31.3153,468.78,ok,0.0,True,origami,1.53,,,,,
a8w8_blockscale,gfx950,7,7168,256,,11.1203,2.31,174.2,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,17,7168,384,,10.8389,8.63,277.03,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,333,7168,384,,10.9976,166.69,696.0,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,9.0935,201.59,ok,0.0,True,origami,1.209,,,,,
a8w8_blockscale,gfx950,12,7168,2176,,13.7323,27.26,1150.26,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,24,7168,2176,,13.903,53.85,1150.39,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,384,7168,2176,,57.5026,208.32,381.52,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,18.3297,653.52,ok,0.0,True,origami,3.137,,,,,
a8w8_blockscale,gfx950,5,7168,2304,,11.2816,14.64,1471.27,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,33,7168,2304,,10.8962,100.03,1566.06,ok,7,a8w8_blockscale_1x128x128_256x16x128x256_16x16_16x16_1x2_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,0,10.0029,108.97,ok,0.0,True,origami,1.089,,,,,
a8w8_blockscale,gfx950,333,7168,4608,,51.4664,427.43,764.35,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,32.4807,677.27,ok,0.0,True,origami,1.585,,,,,
a8w8_blockscale,gfx950,7,7168,16384,,47.9384,34.3,2454.31,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,896,7168,18432,,193.6762,1222.45,833.77,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,188.9267,1253.18,ok,0.0,True,origami,1.025,,,,,
a8w8_blockscale,gfx950,1536,7168,18432,,281.8594,1439.99,647.32,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,283.5874,1431.21,ok,0.0,True,prod_default,0.994,,,,,
a8w8_blockscale,gfx950,320,8192,1280,,21.5791,310.99,747.86,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,13.9176,482.19,ok,0.0,True,origami,1.55,,,,,
a8w8_blockscale,gfx950,17,8192,5120,,19.8164,71.96,2135.03,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,1536,8192,5120,,337.9192,381.3,221.87,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,92.054,1399.71,ok,0.0,True,origami,3.671,,,,,
a8w8_blockscale,gfx950,5120,8192,5120,,1110.5531,386.74,136.91,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,289.5155,1483.5,ok,0.0,True,origami,3.836,,,,,
a8w8_blockscale,gfx950,24,8704,128,,11.2189,4.77,136.82,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,14,8704,1280,,10.9122,28.59,1044.95,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,1,8704,3072,,13.2283,4.04,2022.88,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,80,8704,3072,,24.8032,172.49,1144.09,ok,12,a8w8_blockscale_1x128x128_256x32x128x256_16x16_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8_1x1_intrawave_v1,0,17.4657,244.95,ok,0.0,True,origami,1.42,,,,,
a8w8_blockscale,gfx950,1280,8704,5120,,318.9815,357.65,230.11,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,90.6939,1257.91,ok,0.0,True,origami,3.517,,,,,
a8w8_blockscale,gfx950,2048,8704,5120,,476.1289,383.38,190.5,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,142.6017,1280.04,ok,0.0,True,origami,3.339,,,,,
a8w8_blockscale,gfx950,5,9216,2048,,11.4109,16.54,1663.03,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,11,9216,2048,,10.9936,37.77,1737.35,ok,,,,,,no_pick,,,,,,,,,
a8w8_blockscale,gfx950,2560,9216,2048,,254.3641,379.92,280.32,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,81.4271,1186.79,ok,0.0,True,origami,3.124,,,,,
a8w8_blockscale,gfx950,448,9216,4096,,50.8117,665.65,941.54,ok,14,a8w8_blockscale_1x128x128_256x64x256x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v1,0,46.3516,729.7,ok,0.0,True,origami,1.096,,,,,
a8w8_blockscale,gfx950,768,9216,7168,,82.0911,1236.05,1044.22,ok,0,a8w8_blockscale_1x128x128_256x128x128x128_16x16_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8_1x1_intrawave_v3,0,80.6844,1257.6,ok,0.0,True,origami,1.017,,,,,
