family,M,N,K,q_dtype_w,prod_default_us,prod_default_tflops,origami_kernelId,origami_us,origami_tflops,origami_correct,origami_err_ratio,origami_pred_cycles,winner,origami_speedup_vs_prod,sweep_best_us,origami_frac_of_oracle
a8w8,24,1024,8192,torch.float8_e4m3fn,16.3657,24.6,58,18.1017,22.24,False,0.16606,57488.28,,,,
a8w8,14,1280,3200,torch.int8,13.303,8.62,58,9.2389,12.41,True,0.0,24752.0,origami,1.44,,
a8w8,3072,1280,8192,torch.int8,46.825,1375.86,37,363.4195,177.27,True,0.0,141156.91,prod_default,0.129,,
a8w8,11,1280,13312,torch.int8,21.2965,17.6,58,26.3072,14.25,True,0.0,80727.56,prod_default,0.81,,
a8w8,2560,1792,640,torch.int8,16.1963,362.55,17,15.3323,382.98,True,0.0,30285.0,origami,1.056,,
a8w8,3072,1792,7424,torch.int8,89.8699,909.52,17,74.5109,1097.0,True,0.0,212740.96,origami,1.206,,
a8w8,9,1920,6784,torch.float8_e4m3fn,13.6363,17.19,58,14.8203,15.82,True,0.0,65007.08,prod_default,0.92,,
a8w8,16,1920,6784,torch.int8,13.3216,31.29,58,10.4722,39.8,True,0.0,50361.4,origami,1.272,,
a8w8,2560,2304,128,torch.int8,14.5976,103.44,,,,,,20356.55,,,,
a8w8,1280,2304,3200,torch.int8,44.4209,424.9,17,26.3886,715.25,True,0.0,51656.99,origami,1.683,,
a8w8,20,2304,16384,torch.float8_e4m3fn,25.2965,59.69,36,86.9898,17.36,True,0.0,164040.99,prod_default,0.291,,
a8w8,300,2304,16384,torch.float8_e4m3fn,35.8994,630.91,16,80.7137,280.61,True,0.0,77067.52,prod_default,0.445,,
a8w8,3072,2304,16384,torch.int8,164.0581,1413.7,39,310.1823,747.72,True,0.0,386062.88,prod_default,0.529,,
a8w8,512,2560,640,torch.float8_e4m3fn,13.2216,126.89,45,8.8362,189.87,True,0.0,8923.86,origami,1.496,,
a8w8,7,2560,8192,torch.float8_e4m3fn,14.1603,20.73,58,18.1377,16.19,True,0.0,159194.11,prod_default,0.781,,
a8w8,10,2560,8192,torch.float8_e4m3fn,14.383,29.16,58,18.1324,23.13,True,0.0,130540.4,prod_default,0.793,,
a8w8,13,3584,8192,torch.int8,14.263,53.52,58,18.5124,41.24,True,0.0,119222.46,prod_default,0.77,,
a8w8,28,3584,8192,torch.int8,14.451,113.78,58,18.1324,90.68,True,0.0,198326.8,prod_default,0.797,,
a8w8,8,4608,7424,torch.int8,17.0017,32.19,58,17.3124,31.62,True,0.0,286724.38,prod_default,0.982,,
a8w8,16,4608,7424,torch.int8,14.9203,73.37,58,14.875,73.59,True,0.0,200977.55,origami,1.003,,
a8w8,2560,4608,7424,torch.float8_e4m3fn,118.1317,1482.7,3,80.8736,2165.78,True,0.0,157624.05,origami,1.461,,
a8w8,49152,4608,16384,torch.int8,4734.4737,1567.59,37,11155.9784,665.27,True,0.0,8635446.85,prod_default,0.424,,
a8w8,40,5120,640,torch.float8_e4m3fn,14.343,18.28,61,8.9255,29.37,True,0.0,4658.53,origami,1.607,,
a8w8,320,5120,640,torch.float8_e4m3fn,13.4096,156.39,46,8.6535,242.35,True,0.0,9153.64,origami,1.55,,
a8w8,12,5120,1280,torch.int8,13.3456,11.79,58,9.2349,17.03,True,0.0,39287.05,origami,1.445,,
a8w8,40,5120,1280,torch.int8,13.3269,39.34,61,9.0975,57.63,True,0.0,9254.8,origami,1.465,,
a8w8,17,5120,5120,torch.int8,13.4563,66.24,58,13.0656,68.22,True,0.0,228712.43,origami,1.03,,
a8w8,10240,5120,6400,torch.float8_e4m3fn,345.4672,1942.55,2,327.5842,2048.6,True,0.0,594518.13,origami,1.055,,
a8w8,64,5120,8192,torch.int8,37.4488,143.36,32,31.0153,173.1,True,0.0,48079.39,origami,1.207,,
a8w8,5,5120,19968,torch.int8,41.5302,24.62,58,42.3875,24.12,True,0.0,1047841.01,prod_default,0.98,,
a8w8,10000,5120,19968,torch.float8_e4m3fn,1337.0745,1529.25,39,1352.4656,1511.85,True,0.0,1692725.75,prod_default,0.989,,
a8w8,2,5120,25600,torch.float8_e4m3fn,40.3902,12.98,58,58.1505,9.02,True,0.0,2759617.3,prod_default,0.695,,
a8w8,384,5120,25600,torch.float8_e4m3fn,89.1205,1129.52,8,927.146,108.57,True,0.0,143056.47,prod_default,0.096,,
a8w8,20,6400,1024,torch.int8,13.3803,19.59,58,9.1069,28.79,True,0.0,55814.33,origami,1.469,,
a8w8,24,6400,1024,torch.int8,13.5616,23.2,58,9.3069,33.8,True,0.0,51586.92,origami,1.457,,
a8w8,64,6400,1024,torch.int8,13.4096,62.56,33,8.8722,94.55,True,0.0,8035.97,origami,1.511,,
a8w8,1280,6400,1024,torch.int8,25.8179,649.83,40,42.0862,398.64,True,0.0,54624.45,prod_default,0.613,,
a8w8,3,6400,5120,torch.int8,13.2523,14.84,58,12.5576,15.66,True,0.0,394983.6,origami,1.055,,
a8w8,5,6400,5120,torch.int8,13.775,23.79,58,12.6229,25.96,True,0.0,268690.6,origami,1.091,,
a8w8,56,6400,5120,torch.int8,14.055,261.12,33,17.0923,214.72,True,0.0,39220.56,prod_default,0.822,,
a8w8,224,6400,6400,torch.int8,32.6727,561.63,26,33.154,553.48,True,0.0,65044.24,prod_default,0.985,,
a8w8,384,7168,2048,torch.float8_e4m3fn,14.9897,752.14,14,13.1323,858.52,True,0.0,24667.07,origami,1.141,,
a8w8,448,7168,8192,torch.float8_e4m3fn,64.144,820.24,12,111.3237,472.62,True,0.0,102729.08,prod_default,0.576,,
a8w8,3,7424,768,torch.float8_e4m3fn,13.5976,2.52,58,9.0309,3.79,True,0.0,59698.53,origami,1.506,,
a8w8,100,7424,768,torch.int8,13.5083,84.42,27,8.8002,129.58,True,0.0,11142.06,origami,1.535,,
a8w8,10000,7424,768,torch.float8_e4m3fn,130.3414,874.88,1,137.8016,827.51,True,0.0,212836.01,prod_default,0.946,,
a8w8,9,7424,8192,torch.int8,18.9724,57.7,58,19.7164,55.52,True,0.0,295424.11,prod_default,0.962,,
a8w8,7,8192,2048,torch.int8,13.5696,17.31,58,9.1842,25.57,True,0.0,85709.22,origami,1.477,,
a8w8,65536,8192,2048,torch.int8,1630.4303,1348.74,37,3532.2011,622.56,True,0.0,3266100.22,prod_default,0.462,,
a8w8,48,8192,7168,torch.float8_e4m3fn,16.623,339.12,33,17.0563,330.5,True,0.0,49143.37,prod_default,0.975,,
a8w8,448,8192,7168,torch.float8_e4m3fn,59.6572,881.93,12,100.3435,524.33,True,0.0,91319.87,prod_default,0.595,,
a8w8,12288,8192,7168,torch.int8,678.8143,2125.93,37,1928.5659,748.28,True,0.0,1715433.79,prod_default,0.352,,
a8w8,24,8192,8192,torch.int8,16.103,200.04,58,20.9418,153.82,True,0.0,420208.76,prod_default,0.769,,
a8w8,4,8192,28672,torch.int8,54.2851,34.61,58,79.8897,23.52,True,0.0,1768900.8,prod_default,0.68,,
a8w8,65536,8192,28672,torch.int8,21823.5881,1410.69,37,44987.4959,684.33,True,0.0,33857076.22,prod_default,0.485,,
a8w8,64,8448,256,torch.int8,14.255,19.42,,,,,,4889.64,,,,
a8w8,2,8448,3584,torch.int8,13.2029,9.17,58,9.9562,12.16,True,0.0,581085.0,origami,1.326,,
a8w8,32,8448,3584,torch.int8,13.3416,145.24,58,10.7949,179.51,True,0.0,206294.56,origami,1.236,,
a8w8,384,8448,3584,torch.float8_e4m3fn,21.7071,1071.22,12,44.765,519.45,True,0.0,44238.96,prod_default,0.485,,
a8w8,1024,8448,3584,torch.float8_e4m3fn,61.7626,1003.98,4,39.5648,1567.27,True,0.0,77907.41,origami,1.561,,
a8w8,3,9216,896,torch.int8,13.1763,3.76,58,9.2655,5.35,True,0.0,104339.52,origami,1.422,,
a8w8,5,9216,896,torch.float8_e4m3fn,13.3643,6.18,58,9.2122,8.96,True,0.0,70554.18,origami,1.451,,
a8w8,32,9216,896,torch.int8,13.5803,38.92,58,9.2575,57.09,True,0.0,50459.43,origami,1.467,,
a8w8,96,9216,896,torch.int8,13.3549,118.72,31,8.6468,183.36,True,0.0,13505.93,origami,1.544,,
a8w8,9,9216,8192,torch.float8_e4m3fn,20.4858,66.34,58,20.5178,66.23,True,0.0,443136.16,prod_default,0.998,,
a8w8,4,9216,16384,torch.int8,27.6446,43.7,58,37.2461,32.43,True,0.0,1516325.03,prod_default,0.742,,
a8w8,192,9216,49920,torch.int8,272.6552,647.94,17,343.6407,514.1,True,0.0,372536.03,prod_default,0.793,,
a8w8,448,10240,3200,torch.int8,33.1167,886.57,20,33.9634,864.46,True,0.0,84513.06,prod_default,0.975,,
a8w8,1024,10240,3200,torch.int8,63.8707,1050.7,40,72.3669,927.34,True,0.0,125643.59,prod_default,0.883,,
a8w8,14,10240,7168,torch.int8,18.1711,113.1,58,18.2231,112.78,True,0.0,308947.71,prod_default,0.997,,
a8w8,49152,10240,7168,torch.int8,4942.2668,1459.97,37,10258.1879,703.39,True,0.0,8577168.95,prod_default,0.482,,
a8w8,15,10240,8192,torch.int8,16.9604,148.38,58,20.8538,120.68,True,0.0,342368.9,prod_default,0.813,,
a8w8,80,10240,8192,torch.float8_e4m3fn,28.4179,472.3,28,24.3099,552.11,True,0.0,70176.34,origami,1.169,,
a8w8,96,12800,5120,torch.int8,23.3952,537.84,27,20.8551,603.35,True,0.0,45917.82,origami,1.122,,
a8w8,4,12800,6656,torch.int8,17.5497,38.84,58,17.6284,38.66,True,0.0,821572.46,prod_default,0.996,,
a8w8,14,12800,7168,torch.int8,18.7351,137.12,58,18.9644,135.46,True,0.0,411930.28,prod_default,0.988,,
a8w8,15,12800,7168,torch.int8,18.8057,146.37,58,19.1351,143.85,True,0.0,399335.41,prod_default,0.983,,
a8w8,640,12800,19968,torch.int8,192.6321,1698.34,39,405.2207,807.35,True,0.0,697806.17,prod_default,0.475,,
a8w8,896,12800,19968,torch.int8,268.0697,1708.58,39,346.3087,1322.57,True,0.0,660774.26,prod_default,0.774,,
a8w8,2,13312,1280,torch.int8,13.2403,5.15,58,9.4095,7.24,True,0.0,278268.18,origami,1.407,,
a8w8,80,13312,1280,torch.int8,13.8443,196.93,27,9.3709,290.93,True,0.0,15929.86,origami,1.477,,
a8w8,80,13312,16384,torch.float8_e4m3fn,59.5546,585.96,27,64.328,542.48,True,0.0,161219.49,prod_default,0.926,,
a8w8,10,16384,2048,torch.int8,13.3096,50.42,58,8.8695,75.66,True,0.0,138829.34,origami,1.501,,
a8w8,24,16384,2048,torch.float8_e4m3fn,13.351,120.64,36,16.2444,99.15,True,0.0,153060.1,prod_default,0.822,,
a8w8,768,16384,4096,torch.int8,65.6601,1569.89,40,87.2845,1180.96,True,0.0,156735.98,prod_default,0.752,,
a8w8,48,16384,8192,torch.int8,25.6859,501.63,34,29.6966,433.88,True,0.0,91624.03,prod_default,0.865,,
a8w8,384,16384,13312,torch.int8,123.0626,1361.13,17,148.9752,1124.37,True,0.0,374085.97,prod_default,0.826,,
a8w8,896,26624,256,torch.float8_e4m3fn,35.0954,348.02,,,,,,48991.69,,,,
a8w8,12,26624,896,torch.int8,13.0829,43.76,58,9.1629,62.48,True,0.0,95868.81,origami,1.428,,
a8w8,17,26624,896,torch.int8,13.5256,59.97,58,9.0829,89.3,True,0.0,171105.95,origami,1.489,,
a8w8,2048,26624,896,torch.int8,111.0224,880.1,40,155.3833,628.84,True,0.0,214807.65,prod_default,0.715,,
a8w8,128,26624,2048,torch.int8,17.403,802.08,25,26.6579,523.62,True,0.0,51540.75,prod_default,0.653,,
a8w8,6,26624,16384,torch.float8_e4m3fn,89.7019,58.35,58,91.57,57.16,True,0.0,2656561.29,prod_default,0.98,,
a8w8,17,26624,16384,torch.int8,92.4793,160.37,58,164.6675,90.07,True,0.0,3177912.31,prod_default,0.562,,
a8w8,2000,26624,16384,torch.int8,1118.8105,1559.54,39,1444.4801,1207.93,True,0.0,2262105.9,prod_default,0.775,,
a8w8,6144,26624,30080,torch.int8,6905.1356,1425.15,37,14963.3799,657.66,True,0.0,11085896.32,prod_default,0.461,,
a8w8,32,28672,7168,torch.float8_e4m3fn,41.1676,319.51,42,83.6325,157.28,True,0.0,640798.08,prod_default,0.492,,
a8w8,8,28672,8192,torch.float8_e4m3fn,41.9329,89.62,58,40.2848,93.29,True,0.0,1107443.6,origami,1.041,,
a8w8,14,28672,8192,torch.float8_e4m3fn,42.5142,154.69,58,41.8102,157.3,True,0.0,824046.32,origami,1.017,,
a8w8,48,28672,8192,torch.float8_e4m3fn,44.1449,510.79,32,59.5266,378.8,True,0.0,148672.84,prod_default,0.742,,
a8w8,640,51200,3200,torch.int8,139.0376,1508.33,39,239.8011,874.54,True,0.0,425635.85,prod_default,0.58,,
a8w8,2,51200,5120,torch.float8_e4m3fn,55.4038,18.93,58,54.1665,19.36,True,0.0,3593812.19,origami,1.023,,
a8w8,112,51200,5120,torch.float8_e4m3fn,87.9272,667.83,27,100.9128,581.89,True,0.0,249448.39,prod_default,0.871,,
a8w8,5,53248,16384,torch.int8,181.8146,47.98,58,178.3891,48.91,True,0.0,5588506.38,origami,1.019,,
a8w8,20480,53248,16384,torch.float8_e4m3fn,,,,,,,,23801195.55,,,,
a8w8,224,57344,3200,torch.int8,75.1603,1093.77,17,80.9884,1015.06,True,0.0,217669.58,prod_default,0.928,,
a8w8,768,57344,3584,torch.float8_e4m3fn,198.1962,1592.77,2,169.4956,1862.47,True,0.0,276625.75,origami,1.169,,
a8w8,512,57344,7424,torch.int8,280.7233,1552.91,38,374.1707,1165.08,True,0.0,673226.88,prod_default,0.75,,
a8w8,1536,57344,7424,torch.float8_e4m3fn,942.6962,1387.32,2,660.4101,1980.31,True,0.0,1009636.3,origami,1.427,,
a8w8,48,57344,8192,torch.float8_e4m3fn,102.5822,439.62,32,144.2644,312.6,True,0.0,296581.29,prod_default,0.711,,
a8w8,777,57344,8192,torch.float8_e4m3fn,427.9838,1705.7,39,591.0367,1235.14,True,0.0,829734.53,prod_default,0.724,,
