M,N,K
15928,2048,8192
16485,2048,8192
16615,2048,8192
16643,2048,8192
17047,2048,8192
17130,2048,8192
17611,2048,8192
19345,2048,8192
19463,2048,8192
19558,2048,8192
20112,2048,8192
20200,2048,8192
20710,2048,8192
20979,2048,8192
21824,2048,8192
23819,2048,8192
24538,2048,8192
25323,2048,8192
25359,2048,8192
26014,2048,8192
26029,2048,8192
26715,2048,8192
26722,2048,8192
27572,2048,8192
29191,2048,8192
30112,2048,8192
30911,2048,8192
32182,2048,8192
33024,2048,8192
55,2112,768
236,2112,768
335,2112,768
406,2112,768
929,2112,768
1409,2112,768
1762,2112,768
2211,2112,768
2661,2112,768
3092,2112,768
3545,2112,768
3782,2112,768
3994,2112,768
4004,2112,768
4262,2112,768
4544,2112,768
4572,2112,768
4630,2112,768
5614,2112,768
5780,2112,768
5842,2112,768
6246,2112,768
6334,2112,768
6490,2112,768
6807,2112,768
6889,2112,768
7071,2112,768
7146,2112,768
7682,2112,768
8758,2112,768
8904,2112,768
9058,2112,768
9109,2112,768
9261,2112,768
9314,2112,768
9488,2112,768
9536,2112,768
9574,2112,768
9614,2112,768
10198,2112,768
10235,2112,768
10468,2112,768
10570,2112,768
10596,2112,768
10702,2112,768
10709,2112,768
10755,2112,768
11404,2112,768
11709,2112,768
11738,2112,768
12005,2112,768
12045,2112,768
12208,2112,768
12380,2112,768
12421,2112,768
12506,2112,768
12808,2112,768
12936,2112,768
14751,2112,768
15457,2112,768
15547,2112,768
16620,2112,768
17329,2112,768
17748,2112,768
18049,2112,768
18226,2112,768
19048,2112,768
19273,2112,768
20138,2112,768
20177,2112,768
20599,2112,768
21708,2112,768
21950,2112,768
22134,2112,768
23290,2112,768
23522,2112,768
23879,2112,768
24708,2112,768
25909,2112,768
26431,2112,768
27497,2112,768
28829,2112,768
28951,2112,768
29756,2112,768
29887,2112,768
29918,2112,768
29919,2112,768
31278,2112,768
33024,2112,768
10,4352,2304
23,4352,2304
171,4352,2304
254,4352,2304
319,4352,2304
419,4352,2304
836,4352,2304
887,4352,2304
1419,4352,2304
1741,4352,2304
1998,4352,2304
2250,4352,2304
2632,4352,2304
2652,4352,2304
3232,4352,2304
3234,4352,2304
3304,4352,2304
3322,4352,2304
3603,4352,2304
3745,4352,2304
3756,4352,2304
4000,4352,2304
4877,4352,2304
4932,4352,2304
4949,4352,2304
5265,4352,2304
5351,4352,2304
5581,4352,2304
6054,4352,2304
6490,4352,2304
6568,4352,2304
6877,4352,2304
6930,4352,2304
7441,4352,2304
8695,4352,2304
8863,4352,2304
9213,4352,2304
9596,4352,2304
10706,4352,2304
10818,4352,2304
10871,4352,2304
10900,4352,2304
11111,4352,2304
11159,4352,2304
11282,4352,2304
11462,4352,2304
11533,4352,2304
11538,4352,2304
11601,4352,2304
11629,4352,2304
12427,4352,2304
12942,4352,2304
12955,4352,2304
13771,4352,2304
14822,4352,2304
16414,4352,2304
16564,4352,2304
17418,4352,2304
17726,4352,2304
17824,4352,2304
18423,4352,2304
18876,4352,2304
18933,4352,2304
19033,4352,2304
19234,4352,2304
19393,4352,2304
19610,4352,2304
19673,4352,2304
20640,4352,2304
20672,4352,2304
21275,4352,2304
22320,4352,2304
23393,4352,2304
23460,4352,2304
26159,4352,2304
26442,4352,2304
26833,4352,2304
28995,4352,2304
29559,4352,2304
29624,4352,2304
31473,4352,2304
32083,4352,2304
32929,4352,2304
33024,4352,2304
1029,4352,6144
1178,4352,6144
1294,4352,6144
1312,4352,6144
1843,4352,6144
2470,4352,6144
2780,4352,6144
2838,4352,6144
2892,4352,6144
3060,4352,6144
3718,4352,6144
3949,4352,6144
4378,4352,6144
4868,4352,6144
4996,4352,6144
5088,4352,6144
5711,4352,6144
5960,4352,6144
6318,4352,6144
6468,4352,6144
6850,4352,6144
7161,4352,6144
7239,4352,6144
7723,4352,6144
7825,4352,6144
7862,4352,6144
7876,4352,6144
8696,4352,6144
8714,4352,6144
9218,4352,6144
9486,4352,6144
9528,4352,6144
9542,4352,6144
9889,4352,6144
9912,4352,6144
10122,4352,6144
10806,4352,6144
10881,4352,6144
11065,4352,6144
11074,4352,6144
11119,4352,6144
11153,4352,6144
11231,4352,6144
11400,4352,6144
13533,4352,6144
13593,4352,6144
14245,4352,6144
14501,4352,6144
14833,4352,6144
15408,4352,6144
15841,4352,6144
16575,4352,6144
16834,4352,6144
17371,4352,6144
17431,4352,6144
17477,4352,6144
17565,4352,6144
17735,4352,6144
17850,4352,6144
19089,4352,6144
19525,4352,6144
20965,4352,6144
21079,4352,6144
21417,4352,6144
21508,4352,6144
21861,4352,6144
22900,4352,6144
24358,4352,6144
24463,4352,6144
24495,4352,6144
25310,4352,6144
25638,4352,6144
25683,4352,6144
25776,4352,6144
25868,4352,6144
26035,4352,6144
27543,4352,6144
28451,4352,6144
28549,4352,6144
28758,4352,6144
31749,4352,6144
32646,4352,6144
33024,4352,6144
216,6144,1024
272,6144,1024
1053,6144,1024
1096,6144,1024
1405,6144,1024
1439,6144,1024
1494,6144,1024
1821,6144,1024
1892,6144,1024
2064,6144,1024
2475,6144,1024
2554,6144,1024
2572,6144,1024
2845,6144,1024
3394,6144,1024
4005,6144,1024
4044,6144,1024
4295,6144,1024
4416,6144,1024
4991,6144,1024
5241,6144,1024
5327,6144,1024
5342,6144,1024
5638,6144,1024
5737,6144,1024
6595,6144,1024
6658,6144,1024
8079,6144,1024
8471,6144,1024
8633,6144,1024
8872,6144,1024
9061,6144,1024
9147,6144,1024
9249,6144,1024
9353,6144,1024
9368,6144,1024
9465,6144,1024
9524,6144,1024
9579,6144,1024
9900,6144,1024
9965,6144,1024
10034,6144,1024
10043,6144,1024
10114,6144,1024
10742,6144,1024
11054,6144,1024
12073,6144,1024
13460,6144,1024
13783,6144,1024
13812,6144,1024
15751,6144,1024
15958,6144,1024
17529,6144,1024
18040,6144,1024
18188,6144,1024
18393,6144,1024
18997,6144,1024
19288,6144,1024
19705,6144,1024
19857,6144,1024
20179,6144,1024
20540,6144,1024
21070,6144,1024
21555,6144,1024
23168,6144,1024
23279,6144,1024
23333,6144,1024
24790,6144,1024
25909,6144,1024
26310,6144,1024
26453,6144,1024
26934,6144,1024
27062,6144,1024
29085,6144,1024
30526,6144,1024
31245,6144,1024
33024,6144,1024
65,6400,512
107,6400,512
197,6400,512
256,6400,512
1567,6400,512
1735,6400,512
1744,6400,512
2038,6400,512
2057,6400,512
2549,6400,512
2660,6400,512
2984,6400,512
3152,6400,512
3461,6400,512
3710,6400,512
3957,6400,512
4265,6400,512
4266,6400,512
4602,6400,512
4632,6400,512
4658,6400,512
4752,6400,512
4858,6400,512
4863,6400,512
5145,6400,512
6237,6400,512
6658,6400,512
6811,6400,512
7737,6400,512
7883,6400,512
8148,6400,512
9086,6400,512
9468,6400,512
9894,6400,512
10136,6400,512
10153,6400,512
10173,6400,512
10578,6400,512
10846,6400,512
10886,6400,512
10907,6400,512
11029,6400,512
11102,6400,512
11469,6400,512
11526,6400,512
11573,6400,512
11604,6400,512
11877,6400,512
12108,6400,512
12216,6400,512
12353,6400,512
12358,6400,512
12665,6400,512
12784,6400,512
12969,6400,512
14352,6400,512
14724,6400,512
16169,6400,512
16336,6400,512
16871,6400,512
16894,6400,512
18450,6400,512
19052,6400,512
20013,6400,512
20322,6400,512
21165,6400,512
24962,6400,512
26440,6400,512
26704,6400,512
26893,6400,512
27038,6400,512
27129,6400,512
27209,6400,512
27399,6400,512
28476,6400,512
29553,6400,512
29865,6400,512
30490,6400,512
30746,6400,512
30858,6400,512
31398,6400,512
31459,6400,512
32597,6400,512
33024,6400,512
86,20480,2048
127,20480,2048
232,20480,2048
238,20480,2048
259,20480,2048
297,20480,2048
1010,20480,2048
1323,20480,2048
1366,20480,2048
1971,20480,2048
2334,20480,2048
2559,20480,2048
2573,20480,2048
2637,20480,2048
2645,20480,2048
2841,20480,2048
2886,20480,2048
2916,20480,2048
2939,20480,2048
3754,20480,2048
4168,20480,2048
4446,20480,2048
4512,20480,2048
5053,20480,2048
5190,20480,2048
7046,20480,2048
7050,20480,2048
7184,20480,2048
7250,20480,2048
8061,20480,2048
8262,20480,2048
8431,20480,2048
9124,20480,2048
9442,20480,2048
9588,20480,2048
9663,20480,2048
9721,20480,2048
10388,20480,2048
10414,20480,2048
10523,20480,2048
10965,20480,2048
11376,20480,2048
11405,20480,2048
11494,20480,2048
11553,20480,2048
11652,20480,2048
12003,20480,2048
13559,20480,2048
15044,20480,2048
15114,20480,2048
15207,20480,2048
15502,20480,2048
15705,20480,2048
17125,20480,2048
17278,20480,2048
17736,20480,2048
17838,20480,2048
18195,20480,2048
19191,20480,2048
19464,20480,2048
20694,20480,2048
20852,20480,2048
21353,20480,2048
22025,20480,2048
23385,20480,2048
23801,20480,2048
24532,20480,2048
27450,20480,2048
27833,20480,2048
28627,20480,2048
29061,20480,2048
29173,20480,2048
29324,20480,2048
29859,20480,2048
29886,20480,2048
29967,20480,2048
30077,20480,2048
31995,20480,2048
33024,20480,2048
73,20480,6400
89,20480,6400
109,20480,6400
132,20480,6400
186,20480,6400
232,20480,6400
257,20480,6400
305,20480,6400
1540,20480,6400
2487,20480,6400
2503,20480,6400
2582,20480,6400
2694,20480,6400
3547,20480,6400
3678,20480,6400
3690,20480,6400
4004,20480,6400
4198,20480,6400
4899,20480,6400
5133,20480,6400
5520,20480,6400
5898,20480,6400
6460,20480,6400
8607,20480,6400
8749,20480,6400
9193,20480,6400
9678,20480,6400
9798,20480,6400
9860,20480,6400
9982,20480,6400
10232,20480,6400
10315,20480,6400
11060,20480,6400
11093,20480,6400
11305,20480,6400
11320,20480,6400
11448,20480,6400
11847,20480,6400
12290,20480,6400
12387,20480,6400
12682,20480,6400
13258,20480,6400
14095,20480,6400
15318,20480,6400
15397,20480,6400
15417,20480,6400
15674,20480,6400
15769,20480,6400
16237,20480,6400
16369,20480,6400
16441,20480,6400
17030,20480,6400
17221,20480,6400
17468,20480,6400
17471,20480,6400
18178,20480,6400
19268,20480,6400
20138,20480,6400
20995,20480,6400
21023,20480,6400
21358,20480,6400
21909,20480,6400
22022,20480,6400
22246,20480,6400
22301,20480,6400
23451,20480,6400
27917,20480,6400
28228,20480,6400
28729,20480,6400
29586,20480,6400
29746,20480,6400
30109,20480,6400
30341,20480,6400
31344,20480,6400
32126,20480,6400
32627,20480,6400
33024,20480,6400
164,32768,2176
183,32768,2176
250,32768,2176
332,32768,2176
945,32768,2176
973,32768,2176
1012,32768,2176
1304,32768,2176
1447,32768,2176
1582,32768,2176
1735,32768,2176
2051,32768,2176
2199,32768,2176
2664,32768,2176
3067,32768,2176
3082,32768,2176
3714,32768,2176
4012,32768,2176
4329,32768,2176
4459,32768,2176
4681,32768,2176
4824,32768,2176
4841,32768,2176
5477,32768,2176
5853,32768,2176
6149,32768,2176
6268,32768,2176
6442,32768,2176
6529,32768,2176
6704,32768,2176
6779,32768,2176
7559,32768,2176
7802,32768,2176
8360,32768,2176
9196,32768,2176
9281,32768,2176
9503,32768,2176
9662,32768,2176
9808,32768,2176
10393,32768,2176
10418,32768,2176
10652,32768,2176
11186,32768,2176
11312,32768,2176
11505,32768,2176
11513,32768,2176
11798,32768,2176
12194,32768,2176
12506,32768,2176
13517,32768,2176
13558,32768,2176
14789,32768,2176
14832,32768,2176
15124,32768,2176
15668,32768,2176
15761,32768,2176
16531,32768,2176
17166,32768,2176
18574,32768,2176
18576,32768,2176
18680,32768,2176
19146,32768,2176
19730,32768,2176
19738,32768,2176
19850,32768,2176
20499,32768,2176
20694,32768,2176
20820,32768,2176
20942,32768,2176
21012,32768,2176
21998,32768,2176
22427,32768,2176
22572,32768,2176
22624,32768,2176
22703,32768,2176
22835,32768,2176
23352,32768,2176
23363,32768,2176
24069,32768,2176
24178,32768,2176
25447,32768,2176
26010,32768,2176
26811,32768,2176
27718,32768,2176
27876,32768,2176
28202,32768,2176
29380,32768,2176
29803,32768,2176
29964,32768,2176
30028,32768,2176
30077,32768,2176
30684,32768,2176
33000,32768,2176
33024,32768,2176
176,36864,18432
291,36864,18432
424,36864,18432
1275,36864,18432
1598,36864,18432
1620,36864,18432
1885,36864,18432
2068,36864,18432
2804,36864,18432
3223,36864,18432
3240,36864,18432
3373,36864,18432
3386,36864,18432
3632,36864,18432
3655,36864,18432
3892,36864,18432
3968,36864,18432
4036,36864,18432
4282,36864,18432
4413,36864,18432
4503,36864,18432
5153,36864,18432
5202,36864,18432
5332,36864,18432
5608,36864,18432
5744,36864,18432
6809,36864,18432
7178,36864,18432
7402,36864,18432
7735,36864,18432
8442,36864,18432
8900,36864,18432
9115,36864,18432
9338,36864,18432
9820,36864,18432
9857,36864,18432
10072,36864,18432
10193,36864,18432
10249,36864,18432
10332,36864,18432
10764,36864,18432
10800,36864,18432
10941,36864,18432
11435,36864,18432
11508,36864,18432
11917,36864,18432
12001,36864,18432
12668,36864,18432
12856,36864,18432
12965,36864,18432
12983,36864,18432
13240,36864,18432
13429,36864,18432
14131,36864,18432
14702,36864,18432
15060,36864,18432
15139,36864,18432
15243,36864,18432
15767,36864,18432
18315,36864,18432
18829,36864,18432
19156,36864,18432
19975,36864,18432
20415,36864,18432
20560,36864,18432
21249,36864,18432
21345,36864,18432
23469,36864,18432
23519,36864,18432
23641,36864,18432
23953,36864,18432
24050,36864,18432
24866,36864,18432
25252,36864,18432
25471,36864,18432
26929,36864,18432
28011,36864,18432
30824,36864,18432
30941,36864,18432
31402,36864,18432
33024,36864,18432
